SMILES,pKa
O=C(Nc1ccc(C2CCCCC2)cc1)C1=C([O-])CC(Cc2ccccc2)NC1=O,6.5
O=C(Nc1ccc(C2CCCCC2)cc1)C1=C([O-])CC(c2ccccc2)NC1=O,6.5
O=C(Nc1ccc(C2CCCCC2)cc1)C1=C([O-])C[C@@H](c2ccccc2)NC1=O,6.5
O=C(Nc1ccc(C2CCCCC2)cc1)C1=C([O-])C[C@H](c2ccccc2)NC1=O,6.5
O=C(Nc1ccc(Cl)cc1C(=O)[O-])c1cccc(S(=O)(=O)N2CCOCC2)c1,2.81
O=C(Nc1ccc(F)cc1C(=O)[O-])c1cccc(S(=O)(=O)N2CCOCC2)c1,2.92
O=C(Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1)c1ccccc1,7.39
O=C(Nc1ccc(Nc2ccccc2)cc1)C1=C([O-])CC(Cc2ccccc2)NC1=O,6.5
O=C(Nc1ccc(Oc2ccccc2)cc1)C1=C([O-])CC(Cc2ccccc2)NC1=O,6.5
O=C(Nc1ccc(S(=O)(=O)c2ccccc2)cc1)C1=C([O-])CC(Cc2ccccc2)NC1=O,6.5
O=C(Nc1cccc(OCc2cc(F)cc(F)c2)c1)C1CCN(c2cc[nH+]cc2)CC1,9.2
O=C(Nc1cccc(OCc2ccc(F)cc2)c1)C1CCN(c2cc[nH+]cc2)CC1,8.9
O=C(Nc1cccc(OCc2ccc(F)cc2)c1)C1CCN(c2ccccn2)CC1,8.5
O=C(Nc1cccc(OCc2ccc(F)cc2)c1)C1CCN(c2ncccn2)CC1,6.0
O=C(Nc1cccc(OCc2ccc(F)cc2)c1)C1CC[NH2+]CC1,9.8
O=C(Nc1cccc(OCc2ccc3c(c2)OCO3)c1)C1CCN(c2cc[nH+]cc2)CC1,9.1
O=C(Nc1cccc(OCc2cccc(F)c2)c1)C1CCN(c2cc[nH+]cc2)CC1,9.0
O=C(Nc1cccc(OCc2ccccc2F)c1)C1CCN(c2cc[nH+]cc2)CC1,9.2
O=C(Nc1ccccc1C(=O)[O-])c1cccc(S(=O)(=O)N2CCOCC2)c1,3.18
O=C(Nc1ccccn1)c1ccccc1,3.33
O=C(Nc1cccnc1)c1ccccc1,3.8
O=C(Nc1ccncc1)c1ccccc1,5.32
O=C(OCc1ccccc1)c1ccc(O)cc1,8.31
O=C(OCc1ccccc1)c1cccnc1,3.94
O=C(OO)c1ccccc1,7.3
O=C(O[C@@H]1C[C@@H]2[NH2+][C@H](C1)[C@@H]1O[C@H]21)[C@H](CO)c1ccccc1,7.09
O=C(O[C@H]1C[C@@H]2CC[C@H](C1)[NH2+]2)[C@H](CO)c1ccccc1,10.28
O=C(O[C@H]1O[C@@H](C(=O)[O-])[C@H](O)[C@@H](O)[C@@H]1O)c1ccccc1,2.85
O=C(Oc1ccc(Cl)cc1)C1c2ccccc2-c2ccccc21,10.32
O=C(Oc1cccc(Cl)c1)C1c2ccccc2-c2ccccc21,10.24
O=C([C@H]1C[C@@H]1c1ccccc1)N1CCC([NH+]2CCCC2)CC1,9.3
O=C([C@H]1C[C@@H]1c1ccccc1)N1CCC([NH+]2CCCCC2)CC1,9.3
O=C([O-])/C(I)=C/c1ccccc1,3.3
O=C([O-])/C(I)=C\c1ccccc1,2.24
O=C([O-])/C=C(\I)c1ccccc1,3.4
O=C([O-])/C=C/C(=O)c1ccccc1,3.34
O=C([O-])/C=C/CCl,4.14
O=C([O-])/C=C/SC1CCCCC1,4.7
O=C([O-])/C=C/c1ccc2c(c1)OCO2,4.6
O=C([O-])/C=C/c1cccc(C(F)(F)F)c1,4.6
O=C([O-])/C=C/c1cccc(Cl)c1,4.8
O=C([O-])/C=C/c1ccccc1,4.425
O=C([O-])/C=C/c1ccco1,4.29
O=C([O-])/C=C/c1cccs1,4.25
O=C([O-])/C=C/c1ccoc1,4.31
O=C([O-])/C=C\SC1CCCCC1,4.95
O=C([O-])/C=C\c1cccc(Cl)c1,3.71
O=C([O-])/C=C\c1ccccc1,3.88
O=C([O-])C#COc1ccccc1,3.09
O=C([O-])C#CSc1ccccc1,2.11
O=C([O-])C#Cc1ccccc1,2.26
O=C([O-])C(=O)C(c1ccccc1)c1ccccc1,2.78
O=C([O-])C(=O)Cc1ccccc1,2.68
O=C([O-])C(CO)c1ccccc1,4.23
O=C([O-])C(F)c1ccccc1,2.45
O=C([O-])C(O)(c1ccccc1)c1ccccc1,3.05
O=C([O-])C(O)c1ccccc1,4.865
O=C([O-])C(c1ccc(-c2ccccc2)cc1)C(O)C1CCCCC1,4.19
O=C([O-])C(c1ccc(-c2ccccc2)cc1)C(O)Cc1ccccc1,4.29
O=C([O-])C(c1ccc(-c2ccccc2)cc1)C(O)c1ccccc1,4.25
O=C([O-])C(c1ccc(-c2ccccc2)cc1)C1(O)CCCC1,3.65
O=C([O-])C(c1ccc(-c2ccccc2)cc1)C1(O)CCCCC1,3.59
O=C([O-])C(c1ccc(C2CCCCC2)cc1)C(O)c1ccccc1,4.24
O=C([O-])C1(O)CCC1,3.88
O=C([O-])C1(O)CCCC1,4.11
O=C([O-])C1(O)CCCCC1,4.18
O=C([O-])C1(O)CCCCCC1,4.04
O=C([O-])C1(O)c2ccccc2-c2ccccc21,2.92
O=C([O-])C12CC3(F)CC(F)(CC(F)(C3)C1)C2,3.24
O=C([O-])C12CC3CC(CC(C3)C1)C2,4.95
O=C([O-])C12CC3CC(CC(F)(C3)C1)C2,4.22
O=C([O-])C12CCC(C1)C2,3.96
O=C([O-])C12CCC(CC1)C2,4.89
O=C([O-])C12CCC(O)(CC1)CC2,6.33
O=C([O-])C1=C(CO)CC1,4.16
O=C([O-])C1=C(CO)CCC1,4.54
O=C([O-])C1=C/C=C\C=C/C=C\1,4.4
O=C([O-])C1C2CCC1CC2,4.85
O=C([O-])C1C=Cc2ccccc21,3.92
O=C([O-])C1CC1,4.83
O=C([O-])C1CC1(Br)Br,3.57
O=C([O-])C1CC1(Cl)Cl,3.51
O=C([O-])C1CCC1,4.79
O=C([O-])C1CCCC1,4.99
O=C([O-])C1CCCCC1,4.89
O=C([O-])C1CCCCO1,3.84
O=C([O-])C1CCCCn2nnnc21,3.4
O=C([O-])C1CCCOC1,4.25
O=C([O-])C1CCC[NH2+]1,10.61
O=C([O-])C1CCCc2ccccc2O1,3.63
O=C([O-])C1CCOc2ccc(Cl)cc21,4.9
O=C([O-])C1CC[NH2+]1,9.54
O=C([O-])C1CCc2ccccc2O1,3.38
O=C([O-])C1COCCO1,3.15
O=C([O-])C1Cc2ccccc2O1,3.25
O=C([O-])C1SCc2ccccc21,5.32
O=C([O-])C1c2ccccc2-c2ccccc21,2.765
O=C([O-])C1c2ccccc2Oc2ccccc21,3.89
O=C([O-])C=C=Cc1ccccc1,3.7
O=C([O-])CBr,2.87
O=C([O-])CC#Cc1ccccc1,3.44
O=C([O-])CC(F)(F)F,3.06
O=C([O-])CC(O)c1ccccc1,4.4
O=C([O-])CC(c1ccccc1)c1ccccc1Cl,4.7
O=C([O-])CC1CCCCC1,4.8
O=C([O-])CC1CCCCO1,4.39
O=C([O-])CC1NC(=O)c2ccccc2O1,4.9
O=C([O-])CCBr,3.86
O=C([O-])CCC(=O)c1ccc(-c2ccccc2)cc1,4.46
O=C([O-])CCC(=O)c1ccc2ccccc2c1,4.96
O=C([O-])CCC(=O)c1cccc2ccccc12,4.48
O=C([O-])CCC1CCCCC1,4.91
O=C([O-])CCCC1CCCCC1,4.95
O=C([O-])CCCCC1CCSS1,4.82
O=C([O-])CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,5.19
O=C([O-])CCCCc1ccccc1,4.88
O=C([O-])CCCN1C(=O)S/C(=C\C=C\c2ccccc2)C1=O,3.89
O=C([O-])CCCO,4.72
O=C([O-])CCCOC(=O)CCCBr,4.6
O=C([O-])CCCP,4.53
O=C([O-])CCC[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(F)ccc2[nH]1,4.24
O=C([O-])CCCc1c[nH]c2ccccc12,4.82
O=C([O-])CCCc1ccc(N(CCCl)CCCl)cc1,5.8
O=C([O-])CCCc1ccccc1,4.78
O=C([O-])CCCc1cccs1,4.54
O=C([O-])CCCl,4.04
O=C([O-])CCP,4.23
O=C([O-])CC[C@H]1CC[C@H](O)CC1,4.86
O=C([O-])CCc1c[nH]c2ccccc12,4.87
O=C([O-])CCc1ccc(Br)cc1,4.33
O=C([O-])CCc1ccc(Cl)cc1,4.65
O=C([O-])CCc1ccccc1,4.615
O=C([O-])CCc1ccco1,4.36
O=C([O-])CCc1cccs1,4.34
O=C([O-])CCc1ccoc1,4.44
O=C([O-])CCc1ccsc1,4.45
O=C([O-])CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,5.05
O=C([O-])CCc1nnnn1-c1ccccc1,5.0
O=C([O-])CCl,2.85
O=C([O-])CF,2.61
O=C([O-])CI,3.16
O=C([O-])CN(Cc1ccccc1)S(=O)(=O)c1ccc(OC(F)F)cc1,3.4
O=C([O-])CN1C(=O)c2cccc3cccc(c23)C1=O,4.8
O=C([O-])CO,3.67
O=C([O-])COc1cc2c(c(Cl)c1Cl)C(=O)C(C1CCCC1)C2,3.9
O=C([O-])COc1cc2c(c(Cl)c1Cl)C(=O)C(CC1CCCC1)C2,3.8
O=C([O-])COc1cc2c(c(Cl)c1Cl)C1=CC(=O)CCC1(C1CCCC1)C2,3.83
O=C([O-])COc1ccccc1,3.175
O=C([O-])CP,4.07
O=C([O-])CS/C=C/c1ccccc1,3.5
O=C([O-])CSC(c1ccccc1)(c1ccccc1)c1ccccc1,4.32
O=C([O-])CSCCc1ccccc1,3.8
O=C([O-])CSCc1ccccc1,3.73
O=C([O-])CSc1ccccc1,3.52
O=C([O-])C[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(F)ccc2[nH]1,3.95
O=C([O-])C[C@]1(O)C[C@@H]2C=C[C@H]1C2,4.36
O=C([O-])C[C@]1(O)C[C@@H]2CC[C@H]1C2,4.46
O=C([O-])C[C@]1(O)C[C@H]2C=C[C@@H]1C2,4.36
O=C([O-])C[C@]1(O)C[C@H]2CC[C@@H]1C2,4.57
O=C([O-])C[NH+]1CCCCC1,10.35
O=C([O-])Cc1c(-c2ccccc2)ccc2ccccc12,6.9
O=C([O-])Cc1c[nH]c2ccccc12,4.39
O=C([O-])Cc1cc(-c2ccccc2)c2ccccc2c1,7.0
O=C([O-])Cc1cc(-c2ccccc2)cc2ccccc12,6.7
O=C([O-])Cc1cc(F)ccc1Nc1c(Cl)cccc1Cl,4.02
O=C([O-])Cc1cc2ccccc2cc1-c1ccccc1,7.1
O=C([O-])Cc1ccc(-c2ccccc2)c2ccccc12,6.8
O=C([O-])Cc1ccc(-c2ccccc2)cc1,4.46
O=C([O-])Cc1ccc(Cl)s1,3.89
O=C([O-])Cc1ccc2c(-c3ccccc3)cccc2c1,6.6
O=C([O-])Cc1ccc2cc(-c3ccccc3)ccc2c1,6.6
O=C([O-])Cc1ccc2ccc(-c3ccccc3)cc2c1,6.7
O=C([O-])Cc1ccc2cccc(-c3ccccc3)c2c1,6.8
O=C([O-])Cc1ccc2ccccc2c1,4.26
O=C([O-])Cc1ccc2ccccc2c1-c1ccccc1,7.2
O=C([O-])Cc1cccc2c(-c3ccccc3)cccc12,6.7
O=C([O-])Cc1cccc2cc(-c3ccccc3)ccc12,6.9
O=C([O-])Cc1cccc2ccc(-c3ccccc3)cc12,6.9
O=C([O-])Cc1cccc2ccccc12,4.24
O=C([O-])Cc1cccc2oc(-c3ccc(Cl)cc3)nc12,6.1
O=C([O-])Cc1cccc2oc(-c3ccccc3)nc12,6.3
O=C([O-])Cc1ccccc1,4.27
O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Br,4.2
O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,4.256
O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1I,4.24
O=C([O-])Cc1ccccc1Nc1c(F)cccc1F,4.09
O=C([O-])Cc1ccccc1Nc1cc(Cl)cc(Cl)c1,4.31
O=C([O-])Cc1ccccc1Nc1cc(Cl)ccc1Cl,4.1
O=C([O-])Cc1ccccc1Nc1ccc(Cl)c(Cl)c1,4.3
O=C([O-])Cc1ccccc1Nc1cccc(Cl)c1Cl,4.2
O=C([O-])Cc1ccccc1Nc1ccccc1,4.1
O=C([O-])Cc1ccco1,3.72
O=C([O-])Cc1cccs1,3.85
O=C([O-])Cc1ccoc1,4.07
O=C([O-])Cc1ccsc1,4.07
O=C([O-])Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2ccccc12,3.0
O=C([O-])Cc1nnnn1-c1ccccc1,3.1
O=C([O-])Cn1c2ccccc2c2ccccc21,3.55
O=C([O-])Cn1ccc2ccccc21,3.4
O=C([O-])Cn1cccc1,3.3
O=C([O-])Cn1cnnn1,2.27
O=C([O-])Cn1ncnn1,2.12
O=C([O-])Cn1nnnc1-c1ccccc1,2.11
O=C([O-])[C@@H]1CCCC[C@@H]1O,4.8
O=C([O-])[C@@H]1CCC[C@H](O)C1,4.6
O=C([O-])[C@@H]1CCC[NH2+]1,10.56
O=C([O-])[C@@H]1C[C@@H](O)C[NH2+]1,9.64
O=C([O-])[C@@H]1C[C@@H]1Br,4.09
O=C([O-])[C@@H]1C[C@@H]1Cl,4.12
O=C([O-])[C@@H]1C[C@@H]1c1ccccc1,4.82
O=C([O-])[C@@H]1C[C@H](Cc2cccc(F)c2)C[NH2+]1,10.1
O=C([O-])[C@@H]1C[C@H](Oc2cccc(Cl)c2)C[NH2+]1,8.9
O=C([O-])[C@@H]1O[C@H](Oc2ccc(-c3ccccc3)cc2)[C@@H](O)[C@H](O)[C@H]1O,3.1
O=C([O-])[C@@H]1O[C@H](Oc2ccc(Br)cc2)[C@@H](O)[C@H](O)[C@H]1O,3.02
O=C([O-])[C@@H]1O[C@H](Oc2ccc(I)cc2)[C@@H](O)[C@H](O)[C@H]1O,3.28
O=C([O-])[C@@H]1O[C@H](Oc2ccc3[nH]c(=O)ccc3c2)[C@@H](O)[C@H](O)[C@H]1O,3.41
O=C([O-])[C@@H]1O[C@H](Oc2ccc3[nH]ccc(=O)c3c2)[C@@H](O)[C@H](O)[C@H]1O,3.425
O=C([O-])[C@@]1(Cl)[C@H]2CCC[C@H]21,2.82
O=C([O-])[C@H](O)c1ccccc1,3.41
O=C([O-])[C@H]1CCCC[C@@H]1O,4.68
O=C([O-])[C@H]1CCC[C@H](O)C1,4.82
O=C([O-])[C@H]1CC[C@@H](O)CC1,4.84
O=C([O-])[C@H]1CC[C@H](O)CC1,4.68
O=C([O-])[C@H]1C[C@@H]1Cl,4.12
O=C([O-])[C@H]1C[C@@H]1c1ccc(Cl)cc1,4.53
O=C([O-])[C@H]1C[C@@H]1c1cccc(Cl)c1,4.51
O=C([O-])[C@H]1C[C@@H]1c1ccccc1,4.54
O=C([O-])[C@H]1C[C@@H]2CC[C@H]1C2,5.02
O=C([O-])[C@H]1C[C@H]2CC[C@@H]1C2,5.08
O=C([O-])[C@H]1[C@@H]2C=C[C@H]1CC2,4.58
O=C([O-])[C@]1(Cl)[C@H]2CCC[C@H]21,3.03
O=C([O-])c1c2ccccc2cc2ccccc12,3.65
O=C([O-])c1c2ccccc2nc2ccccc12,4.0
O=C([O-])c1c[nH]c2cc(Cl)c(-c3ccc(C4(O)CCC4)cc3)cc12,4.7
O=C([O-])c1c[nH]c2cc(Cl)c(-c3ccc(C4CCCCO4)cc3)cc12,4.9
O=C([O-])c1c[nH]c2cc(Cl)c(-c3ccc(OCCO)cc3)cc12,4.8
O=C([O-])c1c[nH]c2cc(F)c(-c3ccc(C4(O)CCC4)cc3)c(F)c12,4.9
O=C([O-])c1c[nH]c2cc(F)c(-c3ccc(C4(O)CCC4)cc3)cc12,4.8
O=C([O-])c1c[nH]c2cc(F)c(-c3ccc([C@@H]4CCCCO4)cc3)c(F)c12,5.0
O=C([O-])c1c[nH]c2ccccc12,5.27
O=C([O-])c1cc(-c2ccc(F)cc2F)ccc1O,3.15
O=C([O-])c1cc(-c2ccccc2)oc(=O)c1,3.3
O=C([O-])c1cc(Br)ccc1O,3.9
O=C([O-])c1cc(Br)cs1,3.11
O=C([O-])c1cc(Cl)ccc1O,3.9
O=C([O-])c1cc(Cl)co1,2.69
O=C([O-])c1cc(I)ccc1O,3.9
O=C([O-])c1cc2ccccc2[nH]1,3.79
O=C([O-])c1cc2ccccc2cc1O,2.71
O=C([O-])c1cc2ccccc2o1,2.84
O=C([O-])c1cc2ccccc2oc1=O,3.6
O=C([O-])c1cc2ccccc2s1,3.1
O=C([O-])c1cc2occc2[nH]1,4.045
O=C([O-])c1cc2sccc2[nH]1,3.88
O=C([O-])c1cc[n+]([O-])cc1,2.86
O=C([O-])c1cc[nH]c1,4.98
O=C([O-])c1ccc(-c2ccc(Cl)c(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c2)cc1,3.41
O=C([O-])c1ccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(Cl)c2)cc1,3.98
O=C([O-])c1ccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2)cc1,3.88
O=C([O-])c1ccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2Cl)cc1,3.95
O=C([O-])c1ccc(-c2cccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c2)cc1,3.6
O=C([O-])c1ccc(/N=C/c2ccccc2)cc1,4.47
O=C([O-])c1ccc(=O)oc1,3.26
O=C([O-])c1ccc(Br)cc1,3.93
O=C([O-])c1ccc(Br)s1,3.3
O=C([O-])c1ccc(C2CC2)cc1,4.42
O=C([O-])c1ccc(CCl)cc1,4.13
O=C([O-])c1ccc(CO)cc1,4.18
O=C([O-])c1ccc(Cl)c(Cl)c1,3.9
O=C([O-])c1ccc(Cl)cc1,3.9375
O=C([O-])c1ccc(Cl)cc1Cl,2.74
O=C([O-])c1ccc(Cl)s1,3.41
O=C([O-])c1ccc(F)cc1,4.15
O=C([O-])c1ccc(I)cc1,3.93
O=C([O-])c1ccc(I)o1,2.94
O=C([O-])c1ccc(OCc2ccccc2)cc1,4.44
O=C([O-])c1ccc(Oc2ccccc2)cc1,4.52
O=C([O-])c1ccc2[nH]ccc2c1,4.1
O=C([O-])c1ccc2cc3ccccc3cc2c1,4.18
O=C([O-])c1ccc2ccccc2c1,4.325
O=C([O-])c1ccc2ccccc2n1,4.97
O=C([O-])c1ccc[n+]([O-])c1,2.95
O=C([O-])c1ccc[nH]1,4.35
O=C([O-])c1cccc(=O)cc1,3.2
O=C([O-])c1cccc(Br)c1,3.863333
O=C([O-])c1cccc(C(F)(F)F)c1,3.79
O=C([O-])c1cccc(C2CC2)c1,4.28
O=C([O-])c1cccc(Cl)c1,3.866667
O=C([O-])c1cccc(F)c1,3.885
O=C([O-])c1cccc(I)c1,3.876667
O=C([O-])c1cccc(Oc2ccccc2)c1,3.95
O=C([O-])c1cccc2cc3ccccc3cc12,3.7
O=C([O-])c1cccc2ccccc12,3.7
O=C([O-])c1cccc[n+]1[O-],3.54
O=C([O-])c1ccccc1,4.018571
O=C([O-])c1ccccc1-c1ccccc1,3.46
O=C([O-])c1ccccc1Br,2.93
O=C([O-])c1ccccc1C(=O)c1ccccc1,3.54
O=C([O-])c1ccccc1CO,3.84
O=C([O-])c1ccccc1Cl,3.43
O=C([O-])c1ccccc1F,3.435
O=C([O-])c1ccccc1I,2.93
O=C([O-])c1ccccc1O,3.354167
O=C([O-])c1ccccc1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,3.6
O=C([O-])c1ccccc1Oc1ccccc1,3.53
O=C([O-])c1cccccc1=O,3.73
O=C([O-])c1ccccn1,5.32
O=C([O-])c1cccnn1,3.0
O=C([O-])c1ccco1,3.18
O=C([O-])c1cccs1,3.46
O=C([O-])c1ccn[nH]1,3.84
O=C([O-])c1ccnc2ccccc12,4.76
O=C([O-])c1ccnnc1,2.8
O=C([O-])c1ccoc1,3.94
O=C([O-])c1ccsc1,4.03
O=C([O-])c1cnc(Br)s1,2.96
O=C([O-])c1cnc(Cl)s1,3.0
O=C([O-])c1cnccn1,2.8
O=C([O-])c1cncs1,2.99
O=C([O-])c1cnoc1,3.39
O=C([O-])c1coc2ccccc12,4.18
O=C([O-])c1coc2ccccc2c1=O,8.85
O=C([O-])c1csc(Br)c1,3.7
O=C([O-])c1csc(Br)n1,3.28
O=C([O-])c1csc(Cl)c1,3.8
O=C([O-])c1csc(Cl)n1,3.3
O=C([O-])c1csc2ccccc12,4.24
O=C([O-])c1cscn1,3.27
O=C([O-])c1cssc1=S,2.8
O=C([O-])c1nccc2ccccc12,4.97
O=C([O-])c1nccs1,2.57
O=C([O-])c1nsc2ccccc12,2.76
O=C([S-])c1ccccc1,2.44
O=C(c1cc2cc(OC3CC[NH+](C4CC4)CC3)ccc2[nH]1)N1CCOCC1,7.7
O=C(c1cc2cc(OC3CC[NH+](C4CC4)CC3)ccc2n1CC(F)(F)F)N1CCOCC1,7.5
O=C(c1cc2cc(OC3CC[NH+](C4CCC4)CC3)ccc2n1CC(F)(F)F)N1CCOCC1,9.1
O=C(c1cc2cc(OC3CC[NH+](C4COC4)CC3)ccc2n1CC(F)(F)F)N1CCOCC1,6.4
O=C(c1cc2cc(OCCC[NH+]3CCCCC3)ccc2[nH]1)N1CCOCC1,10.0
O=C(c1ccc(C(F)(F)F)cc1)N1CCC(=Cc2ccc(C3=NCCO3)cc2)CC1,4.7
O=C(c1ccc(Cl)cc1)c1ccc(OC2C[NH+]3CCC2CC3)cc1,9.1
O=C(c1ccc(Cl)cc1)c1ccc2n1CCC2C(=O)[O-],3.4
O=C(c1ccc(Cl)cc1)c1ccn[nH]1,11.87
O=C(c1ccc(Cl)cc1NS(=O)(=O)c1cccc2nonc12)N1CCCCC1,6.18
O=C(c1ccc(Cl)cc1NS(=O)(=O)c1cccc2nsnc12)N1CCCCC1,5.47
O=C(c1ccc(F)cc1)c1ccc2n1CCC2C(=O)[O-],3.51
O=C(c1ccc2c(c1)cc(C(=O)N1CCOCC1)n2CC(F)(F)F)N1CC[NH+](C2CCC2)CC1,6.8
O=C(c1ccc2cc(OCCC[NH+]3CCCCC3)ccc2c1)N1CCC(CO)CC1,9.6
O=C(c1ccc2cc(OCCC[NH+]3CCCCC3)ccc2n1)N1CCC1,9.4
O=C(c1ccc2ccccc2c1)c1ccc2n1CCC2C(=O)[O-],3.44
O=C(c1ccc2n1CCC2C(=O)[O-])C1CCC1,3.54
O=C(c1cccc(Cl)c1)c1ccc2n1CCC2C(=O)[O-],3.44
O=C(c1cccc(F)c1)c1ccc2n1CCC2C(=O)[O-],3.46
O=C(c1ccccc1)N(O)c1ccccc1,7.87
O=C(c1ccccc1)N1CC[NH2+]CC1,7.79
O=C(c1ccccc1)c1ccc(O)[n+]([O-])c1,5.13
O=C(c1ccccc1)c1ccc(O)cc1,8.01
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)[O-],3.496667
O=C(c1ccccc1)c1cccc(O)c1,9.0
O=C(c1ccccc1)c1ccccc1O,9.3
O=C(c1ccccc1)c1ccn[nH]1,11.97
O=C(c1ccccc1C(F)(F)F)N(CC1CCC1)[C@H]1CC[NH2+]C1,9.5
O=C(c1ccccc1Cl)c1ccc2n1CCC2C(=O)[O-],4.33
O=C(c1cccs1)N1CCCC1c1ccc(-c2cccc(Cl)c2)nc1,3.6
O=C(c1cccs1)N1CC[NH+](CCOc2ccc(Cl)cc2)CC1,6.35
O=C(c1cccs1)N1CC[NH+](CCOc2ccc(Cl)cc2Cl)CC1,5.23
O=C(c1cnccn1)N1CCCC1c1ccc(-c2cccc(Cl)c2)nc1,3.4
O=C(c1cncs1)N1CCCC1c1ccc(-c2cccc(Cl)c2)nc1,3.6
O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(C[NH+]3CC4(CCCO4)C3)cc2)C1,8.4
O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(C[NH+]3CC4(CCOC4)C3)cc2)C1,8.6
O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(C[NH+]3CC4(COC4)C3)cc2)C1,8.0
O=C(c1nnc(-c2ccccc2)o1)N1CCC(Oc2ccc(C[NH+]3CCC(O)C3)cc2)CC1,8.9
O=C1/C(=C/c2ccccc2)CN(C(=O)c2ccc(OCC[NH+]3CCOCC3)cc2)C/C1=C\c1ccccc1,8.5
O=C1C(=NS(=O)(=O)c2ccccc2)C(c2ccc(Cl)cc2)C(=O)c2ccccc21,5.0
O=C1C(=NS(=O)(=O)c2ccccc2)C(c2cccc(Cl)c2)C(=O)c2ccccc21,4.5
O=C1C(=NS(=O)(=O)c2ccccc2)C(c2ccccc2Cl)C(=O)c2ccccc21,4.9
O=C1C(=NS(=O)(=O)c2ccccc2)C(c2ccco2)C(=O)c2ccccc21,5.1
O=C1C(=NS(=O)(=O)c2ccccc2)C(c2ccoc2)C(=O)c2ccccc21,5.0
O=C1C(=O)c2ccccc2C(=O)C1=C([O-])c1ccccc1,2.17
O=C1C(=O)c2ccccc2C([O-])=C1/C=C/c1ccccc1,4.44
O=C1C(=O)c2ccccc2C([O-])=C1Cc1ccccc1,4.9
O=C1C(=O)c2ccccc2C([O-])=C1c1ccccc1,4.35
O=C1C(Cc2ccccc2)=C([O-])c2ccccc21,5.9
O=C1C=C([O-])C(C2CCCCC2)CC1,5.5
O=C1C=C([O-])C(Cc2ccc(Br)cc2)C1,3.96
O=C1C=C([O-])C(Cc2ccccc2)C1,4.01
O=C1C=C([O-])CC1,4.35
O=C1C=C([O-])CC2(CCCCC2)C1,5.2
O=C1C=C([O-])CCC1,5.26
O=C1C=C([O-])CSC1,4.34
O=C1C=C([O-])c2ccccc2C1=O,3.19
O=C1C=CC(=O)c2c([O-])cccc21,8.7
O=C1C=C[NH+]2C[C@@H]3C[C@@H](C[NH+]4CCCC[C@H]34)[C@@H]2C1,9.25
O=C1CC(c2ccccc2)CC([O-])=C1Nc1ccccc1Cl,4.6
O=C1CC(c2ccccc2)CC([O-])=C1Oc1ccccc1Cl,3.7
O=C1CC(c2ccccc2)CC([O-])=C1Sc1ccccc1Cl,3.0
O=C1CC(c2ccccc2)NC(=O)N1,11.22
O=C1CC2OCC=C3C4CC5[NH+](CCC56c5ccccc5N1C6C24)[C@H]3S(=O)(=O)[O-],3.2
O=C1CCC(=O)N1,9.59
O=C1CCC(C(=O)[O-])N1,3.25
O=C1CCC([O-])=C1Cc1ccc(Br)cc1,4.2
O=C1CCC([O-])=C1Cc1ccccc1,4.44
O=C1CCC([O-])=C1O,4.8
O=C1CCCC(=O)N1,11.43
O=C1CCCC(=O)N1O,7.6
O=C1CCCC1=C[O-],5.83
O=C1CCCC2CCCC([O-])=C12,11.13
O=C1CCCCC1=C[O-],6.35
O=C1CCC[C@H]2[C@H]3C[C@@H](CN12)[C@@H]1CCCC[NH+]1C3,9.4
O=C1CCC[C@H]2[C@H]3C[C@@H](CN12)[C@H]1CCCC[NH+]1C3,9.2
O=C1CCC[NH+](Cc2ccc3c(c2)OCO3)C1,7.6
O=C1CCCc2nc3c(ccn4ccnc34)cc21,2.0
O=C1CCON1,6.7
O=C1CC[C@@H](C(=O)[O-])N1,3.4
O=C1CC[C@H]2N1CC[C@H]1c3ccccc3CC[NH+]12,4.89
O=C1CC[NH+](Cc2ccc3c(c2)OCO3)C1,6.1
O=C1CC[NH+](Cc2ccc3c(c2)OCO3)CC1,7.5
