SMILES,LogP
OC(=O)COc1cc(SC(F)(F)F)ccc1,2.86
OC(=O)COc1cc(S(=O)(=O)C(F)(F)F)ccc1,2.19
c1cc(C)c2nccn(=O)c2c1,1.2
c1ccc2C(NC(=O)N)OC(=O)c2c1,0.49
c1ccc2ncc(NC(=O)N)nc2c1,1.3
c1ccccc1CCC(F)(F)F,3.31
O=C1NN=C(CSc2ccccc2)N1,1.46
N1N=CC(NS(=O)(=O)c2ccccc2)=C1,0.87
BrCC(=O)Oc1ccc(NC(=O)C)cc1,1.08
CNC(=O)Oc1cc(C(=O)OC)ccc1,1.42
CNC(=O)Oc1c(C)cc(Cl)c(C)c1,2.95
CC(=O)Oc1ccc(OCC)cc1,1.95
CS(=O)(=O)CCCOc1ccc(N(=O)(=O))cc1,0.93
COc1ccc(N=NN(C)C(=O)C)cc1,2.61
O=P(OC)(OC)Oc1cc(CC)c(N(=O)(=O))cc1,2.19
c1ccccc1CCC=NNC,1.0
C1C=CN2C(=O)C=C(C)NC2(C)C1,0.69
c1ccccc1NC(=O)NCC(O)CO,0.28
CN(C)N=Nc1cc(NC(=O)C)ccc1,1.61
n1cnc2n(C(CO)CCC)cnc2c1N,0.66
CC(=O)Nc1c(Br)c(C(F)(F)F)cc(C(F)(F)F)c1,3.51
O=C1CCC(=O)N1c2ccccc2Br,0.65
OC(c1ccc(N(=O)(=O))cc1)CNC(=O)C(F)(F)F,1.46
Cc1cc(Cl)ccc1NN=C(C(#N))C(=O)OC,4.3
c1cc(Cl)ccc1C(O)C(CO)NC(=O)C(Cl)Cl,1.64
c1cc(N)ccc1C(O)C(CO)NC(=O)C(Cl)Cl,-0.29
Oc1c(NC(=O)CCC)ccc(C)c1,2.26
O=P(OCCC)(Oc1ccc(N(=O)(=O))cc1)CC,2.2
c1ccccc1CNC(=O)CN(C)C,1.11
NCCCNC(=O)c1ccccc1OC,0.2
Oc1c(NC(=O)c2occc2)ccc(C)c1,2.84
CCc1cnc(C=Cc2ccc(o2)N(=O)=O)nc1,1.55
Clc1ccc2C(CCCC)OC(=O)c2c1,3.53
O=C1CCC(=O)N1c2ccccc2CC,0.64
N(=O)(=O)c1ccc2C(CCCC)OC(=O)c2c1,2.92
c1cc(N(=O)(=O))ccc1OCCN2C(=O)CCC2,1.33
CS(=O)(=O)Oc1ccccc1Cc2cnc(N)nc2N,0.71
Nc1ccc2C(CCCC)OC(=O)c2c1,2.86
CN(C)c1ccc2C(C)(C)OC(=O)c2c1,2.42
CC(=O)Nc1c(C)c(C)c(O)c(C)c1C,0.95
c1ccccc1N(CC)CCOC(=O)C,2.04
O=C1N(C)C(=O)NC(=O)C1(CC)CCCCC,2.45
CCC(=O)Cn1c(C=Cc2occc2N(=O)(=O))ncc1,1.27
n1c(N)nc(N)c(Cc2cc(OC)c(OC3)c(O3)c2)c1,1.38
O=C(NC(C)CC)C=Cc(ccc(Cl)c1)c1,3.37
O=NN1C(C)CN(C(=O)c2ccccc2)CC1C,1.04
c1cc(C(=O)C)ccc1N2C(N)=NC(N)=NC2(C)C,-0.04
CN1CCN(C(=O)c2ccccc2OC)CC1,0.29
CNC(=O)Oc1cc(C)c(C(C)(C)C)cc1,3.38
c1cc(Cl)cc(Cl)c1OC(=O)c2c(O)cc(N)cc2,4.27
C1=CC(=O)C=CC1=Nc2ccc(OC(=O)C)cc2,1.43
OC(=O)COc1ccc(N=Nc3ccccc3)cc1,2.99
Oc1c(C(=O)O)cccc1CSc2ccccc2,4.28
CC(=O)C(=Cc1cc(OC2)c(O2)cc1)C(=O)OCC,2.35
c1c(F)cccc1C=C(C(=O)OCC)C(=O)OCC,3.19
c1ccc2C(C3CCCCC3)OC(=O)c2c1,3.34
CC(=O)C(=Cc1ccc(C)cc1)C(=O)OCC,2.63
CC(=O)C(=Cc1cc(C)ccc1)C(=O)OCC,2.8
CC(=O)Nc1ccc2C(CCCC)OC(=O)c2c1,2.77
CCC(C)NC(=O)C=C(C)c1ccc(Cl)cc1,3.92
c1cc(C(C)C)ccc1C(O)C(CO)NC(=O)C(Cl)Cl,2.24
c1ccccc1C(=O)NCC(=O)Oc2cc(Cl)ccc2,3.21
c1ccccc1C(=O)NCC(=O)Oc2cc(F)ccc2,2.58
c1ccc2Cc3ccccc3C(C(=O)O)c2c1,2.78
c1ccccc1C(=O)NCC(=O)Oc2cc(S(=O)(=O)N)ccc2,0.84
NC(=O)c1ccccc1Cc2ccc(OC)cc2,1.63
OC(=O)Cc1cc(OC)c(OCCCC(C)C)cc1,3.3
c1ccccc1C(=O)NCC(=O)Oc2cc(C(F)(F)F)ccc2,3.3
c1cc(N(=O)(=O))ccc1C(O)C(CO)NC(=O)c2ccccc2,1.63
c1cc(NCCCCC)ccc1C(=O)OCCN(C)C,4.14
c1ccc2ccccc2c1C(c3ccccc3)N=C=S,6.44
CCC(C)NC(=O)C(=Cc1ccccc1)c2ccccc2,4.05
Clc1cc(C(F)(F)F)ccc1Oc2cc(Oc3cocc3)c(N(=O)(=O))cc2,4.33
O=C1C(N)=C(C)C(=O)C2=C1C(COC(=O)N)C3(OC)C4N(C(=O)Cc5ccccc5)C4CN23,1.15
O=C1C(N)=C(C)C(=O)C2=C1C(COC(=O)N)C3(OC)C4N(COC(=O)c5ccccc5)C4CN23,1.26
CC(SC)=NOC(=O)N(C)SN(CCCCCC)C(=O)c1ccccc1,4.2
C2COCCN2C1=C(N3CC3)C(=O)C(N4CCOCC4)=C(N5CC5)C1(=O),0.52
c1c(I)cc2C(c3ccccc3F)=NCC(=O)N(CC(O)CO)c2c1,1.81
CC(=O)C(=Cc1c(OC)c(OC)ccc1)C(=O)OCC,2.21
c1ccc2cccnc2c1S(=O)(=O)Nc3ccccc3,1.75
c1ccccc1C=NNC(=O)c2ccccc2,2.56
C1CCCCN1CCC(=O)O,-2.45
c1cc(Cl)ccc1C2OC2c3ccccc3,4.54
c1ccc2oc(N(N)CCC(#N))nc2c1,0.9
Cc1ccc2oc(N(N)CCC(#N))nc2c1,1.48
CC(C)(C)c1ccc2oc(N(N)CCC(#N))nc2c1,2.82
CSc1ccc2oc(N(N)CCC(#N))nc2c1,1.5
C(F)(F)(F)c1ccc2oc(N(N)CCC(#N))nc2c1,1.72
Clc1ccc2oc(N(N)CCC(#N))nc2c1,1.72
c1cc(I)oc1C=C(N(=O)(=O))C(=O)OC,3.0
c1cc(C(=O)OC)oc1C=C(N(=O)(=O))C(=O)OC,1.87
c12ncnc(N)c1ncn2C3OC4COP(=O)(OCc5ccccc5)OC4C3O,1.15
C(F)(F)(F)CCC(O)CC,1.7
O1C(C)CN(C)CC1(OCC)c2ccccc2,2.23
s1ccc(N(=O)(=O))c1S(=O)C,1.69
s1ccc(N(=O)(=O))c1S(=O)CC,2.06
s1ccc(N(=O)(=O))c1S(=O)CC(C)C,2.93
s1cc(C)c(N(=O)(=O))c1S(=O)C,2.19
s1c(C)c(C)c(N(=O)(=O))c1S(=O)C,2.65
s1cc(c2ccccc2)c(N(=O)(=O))c1S(=O)C,3.2
s1c(C(#N))cc(C(#N))c1S(=O)CC,1.78
s1c(C(#N))cc(C(#N))c1S(=O)CCC,2.18
s1c(C(#N))cc(C(#N))c1S(=O)CCCC,2.64
s1c(C(#N))c(Cl)c(C(#N))c1S(=O)C,2.15
s1c(C(#N))c(Cl)c(C(#N))c1S(=O)CCCC,3.44
s1c(C(=O)C)c(C)c(N(=O)(=O))c1S(=O)CC,2.81
s1c(C(=O)C)c(Cl)c(C(#N))c1S(=O)CC,2.64
s1c(C(#N))c(C)c(C(=O)C)c1S(=O)CC,2.22
s1c(C(=O)C)c(N)c(C(#N))c1S(=O)CC,1.82
s1c(C(=O)C)c(c2ccc(Cl)cc2)c(C(#N))c1S(=O)C,3.31
s1c(C(=O)OCC)cc(C(#N))c1S(=O)C,2.27
s1c(C(=O)C)c(C)c(c2ccc(Cl)cc2)c1S(=O)C,3.82
s1c(C(#N))c(C)c(c2ccccc2)c1S(=O)C,3.36
s1c(C(#N))c(C)c(c2ccc(Cl)cc2)c1S(=O)C,3.8
s1c(C(=O)C)c(N)c(c2ccc(Cl)cc2)c1S(=O)C,3.18
s1c(N(=O)(=O))ccc1S(=O)C,1.4
s1ccc(S(=O)C)c1,0.91
s1cccc1S(=O)C,0.91
s1ccc(Br)c1S(=O)C,1.71
s1c(C(=O)C)ccc1S(=O)CC,1.31
s1c(Cl)cc(C(#N))c1S(=O)CC,2.31
s1c(C(=O)C)c(C)c(C(#N))c1S(=O)CC,2.22
CCC(=O)c1cc(N(=O)(=O))c(S(=O)CC)cc1,2.8
CCCCCC(=O)c1cc(N(=O)(=O))c(S(=O)CC)cc1,4.36
N(=O)(=O)c1cc(C(#N))c(S(=O)CC)cc1,2.15
O2CCOC2(CCCCC)c1cc(N(=O)(=O))c(S(=O)CC)cc1,5.11
Clc1cc(S(=O)(=O)C)c(S(=O)CC)cc1,2.31
n1cc(Cl)c(S(=O)CC)c(Cl)c1,2.1
n1cc(N(=O)(=O))ccc1S(=O)CC,1.74
n1c(C)cc(C)c(C(#N))c1S(=O)CC,1.77
n1c(C)c(N(=O)(=O))c(C)c(C(#N))c1S(=O)CC,2.44
c1ccc2nc(S(=O)CC)cnc2c1,2.29
c1ccccc1NC(=O)NNC(=O)C,0.25
CC1CCCN(N=O)C1=O,-0.66
c1cc(CCCC)c(Br)cc1NC(=O)CN(CC(=O)O)CC(=O)O,0.1
c1cc(C(C)C)c(Br)cc1NC(=O)CN(CC(=O)O)CC(=O)O,-0.08
O=C(OCCCCCC(C)C)COc(c(cc(c1)Cl)C)c1,6.7
S=P(OC)(OC)Oc1ccc(SC)cc1,3.74
c1cc(C(F)(F)F)ccc1N2C(=O)CCC2(=O),1.45
c1ccc(C(#N))cc1N2C(=O)CCC2(=O),0.02
s1c(Cc2ccc(O)cc2)ncc1C,2.62
c1cccc(OC)c1N2C(=O)CCC2(=O),-0.02
N(CCCl)(N=O)C(=O)NC1CC(C(=O)OC)CCC1,1.89
c1ccc2cccnc2c1OC(=O)SCC,2.74
c1cc(NC)ccc1C(=O)OCCN(C)C,1.95
NS(=O)(=O)c1ccc2NC(Cc3ccccc3)NS(=O)(=O)c2c1,1.03
c1ccc2C(CCCCCC)OC(=O)c2c1,3.55
O=C1NC(=O)NC(=O)C1(CC)CC2COc3ccccc3O2,1.85
n1ccccc1C(c2ccc(O)cc2)c3ccc(O)cc3,2.84
c1ncccc1C(c2ccc(O)cc2)c3ccc(O)cc3,3.13
c1cnccc1C(c2ccc(O)cc2)c3ccc(O)cc3,3.24
n1c(N)nc(N)c(Cc2cc(OC)c(Nc3ccccc3)cc2)c1,3.42
n1cc(C(=O)OCCCCC)ccc1,2.55
c1cc(Br)ccc1C(O)(CN2C=NC=C2)c3ccc(C)cc3,3.55
CN1C(=O)C(O)=NN=C1SCC2=C(C(=O)O)N3C(=O)C(NC(=O)CC4=CC=CS4)C3SC2,-0.52
COc1cc(C=NO)ccc1OCCOC(=O)c2ccccc2OC,2.84
COc1cc(C=NO)ccc1OCCOC(=O)COc2ccccc2,2.1
c1ccc(CN2CCOCC2)cc1COc3ccc(Cl)cc3,3.52
c1cc(CN(CC)CC)ccc1C(=O)Nc2ccccc2,3.49
CCOCCOC(=O)C(=C(NCc1ccc(Cl)cc1)C(C)C)C#N,4.05
c1ccccc1OCc2cc(CN(CC)CCO)ccc2,3.04
CC(C)NCC(OC(=O)CC)COc1ccccc1OCC=C,3.76
Oc1cc2CCC3C4CC(F)C(O)C4(C)CC(OC)C3c2cc1,2.35
c1cnccc1c2cnc(NCCCOC(=O)c3ccccc3)cc2,4.06
Oc1cc2CCC3C4CC(F)C(O)(C#C)C4(C)CC(OC)C3c2cc1,2.87
c1cc(C2=NC=CN2)ccc1OCC(O)CNCCNC(=O)Nc3ccccc3,1.19
N1C=C(Cc2cnc(C)cc2)C(=O)N=C1NCCCCc3c(C)cc(Br)cc3,3.61
c1cc(C=NOCC(=O)OCC)cc(OC)c1OCCOC(=O)c2c(OC)cccc2,3.27
c1ccccc1C(C(=O)C)C(=O)ON=C(C)C2(C3)CC(C4)CC(CC34)C2,4.64
c1cc(C(C)(C)C)ccc1CN(c2ccccc2)CCCCN(C)C,5.53
C1Cc2c(C)cc(OC)c(OC)c2C3=CC=C(SC)C(=O)C=C3C1NC4C(O)C(O)C(O)CO4,1.4
COc1cc(C)c2CCC(NC(=O)C)C3=CC(=O)C(NCc4ccccc4)=CC=C3c2c1OC,3.58
C1(=O)C=C2C(F)CC3C4CC(C)C(OC(=O)CC)(C(=O)COC(=O)CC)C4(C)CC(O)C3(F)C2(C)C=C1Cl,4.22
c1ccccc1CCOC(=O)C(CC)C(COC(=O)c2ccccc2)CC3=CN=CN3C,4.6
CCCN(C)CC(F)(F)F,2.18
c1cc(C(=O)O)ccc1CC(=O)N,0.3
c1cc2OCOc2cc1CNNC(=S)N,0.14
c1cc(F)ccc1CP(=O)(O)OCC,1.25
C1(=O)C(F)=CNC(=O)N1Oc2ccccc2,0.8
CN(C)C(=O)OCc1cc(N(=O)=O)ccc1,1.98
c1cc(S(=O)(=O)C)ccc1CP(=O)(O)OCC,-0.4
O1C(CO)C(F)CC1N2C(=O)NC(=O)C(C)(Cl)C2OC,0.18
S1C(N)=NC(C)=C1C(=O)CCN2CCCC2,1.74
S1C(N)=NC(C)=C1C(=O)CCN(CC)CC,1.76
S1C(NCC)=NC(C)=C1C(=O)CCN(C)C,2.21
S1C(N)=NC(C)=C1C(=O)CCN2CCCCC2,2.13
S1C(NC)=NC(C)=C1C(=O)CCN2CCCC2,1.86
S1C(NC)=NC(C)=C1C(=O)CCN2CCOCC2,0.95
c1c(C(C)(C)C)c(O)cc(C)c1NC(=O)C,2.18
S1C(NCC)=NC(C)=C1C(=O)CCN(CC)CC,2.72
c1cc2C(=O)C(C)=C(C(C)C)Oc2cc1OC,3.39
C1CC2(NC)c3ccccc3C(O)CC2CC1,1.84
C1CSCCC12CC(=O)C(C(CCC)=NOCC)C(=O)O2,2.9
c1ccccc1NC2=C(N(=O)=O)C(C)=NN2c3ccccc3,2.98
c1ccccc1Oc2cc(C(=O)N(C)CC)ccc2,2.98
C1=CN=CN1C(=O)OC(C(C)(C)C)COc2ccc(I)cc2,4.3
C1CCCCN1CCC(=O)c2ccc(C)cc2C,3.71
C1CCCCN1CCC(=O)c2c(C)cccc2C,3.53
C1CCCCN1CC(C)(C)C(=O)c2ccccc2,3.78
c1cc2cc(C(C)C(=O)OCC(=O)N)ccc2cc1C(=O)C,2.06
C1=CN=CN1C(=S)OC(C(C)(C)C)COc2ccc(OCC)cc2,4.58
CCOC(=O)N1c2ccc(C(=O)c3ccccc3)cc2N=C1NC(=O)OC,2.93
C1=CN=CN1C(=S)OC(C(C)(C)C)COc2ccc(OCCC)cc2,5.03
C1=CN=CN1C(=O)OC(C(C)(C)C)COc2ccc(OC(C)C)cc2,4.08
c1cc2cc(OC)ccc2cc1C(C)C(=O)Oc3ccccc3,5.17
CCCOC(=O)N1c2ccc(C(=O)c3ccccc3)cc2N=C1NC(=O)OC,3.43
CN1CC2c3cc(C)ccc3N(C(=O)C(CC)CCCC)C2CC1,4.14
CN1CC2c3cc(C)ccc3N(C(=O)C=Cc4ccccc4)C2CC1,3.49
c1cc2cc(OC)ccc2cc1C(C)C(=O)OCC=C(C)CCC=C(C)C,7.77
Cc1cc(C)ccc1C(=O)N(C(C)(C)C)NC(=O)c2ccccc2,3.18
Cc1ccc(C)cc1C(=O)N(C(C)(C)C)NC(=O)c2ccccc2,3.25
Clc1cccc(F)c1C(=O)N(C(C)(C)C)NC(=O)c2ccccc2,2.34
Fc1c(F)c(F)c(F)cc1C(=O)N(C(C)(C)C)NC(=O)c2ccccc2,3.44
C1CCC(C(=O)OC2(=Nc3ccc(Cl)cc3))=C2C1,3.84
c1oc2cc3OC(=O)C=Cc3c(OC)c2c1,1.93
c1oc2c(OC)c3OC(=O)C=Cc3cc2c1,2.0
CCn1nc(N(=O)=O)nc1,-0.19
N1N=C(C)C(N(=O)=O)=C1C(=O)N,-0.38
FCC(O)Cn1nc(N(=O)=O)nc1,-0.59
OCC(F)Cn1nc(N(=O)=O)nc1,-0.8
n1cnc(NN)cc1C,0.62
O=C(O)C(N)CCS(=O)(=O)C,-3.1
OCC(F)(F)Cn1c(N(=O)=O)ncc1,0.04
o1cccc1C(=O)NC,0.23
o1ccc(C(=O)NC)c1,0.34
s1cccc1C(N)C(=O)O,-2.05
ClCCn1c(C)ncc1N(=O)=O,0.88
N1N=C(C)C(N(=O)=O)=C1C(=O)NC,-0.23
n1c(SC(F)F)nc(NC)nc1NC,2.31
CC(=O)NC(C)(C)C(=O)N,-0.87
COCC(F)Cn1c(N(=O)=O)ncc1,0.18
CCN1C(=O)NC(=O)C(C)=C1,-0.15
N1N=C(C)C(N(=O)=O)=C1C(=O)NCC,0.13
CC(=O)NC(CC=C)C(=O)N,-0.86
CC(C)CCn1nc(N(=O)=O)nc1,1.34
CC(=O)NC(CCC)C(=O)N,-0.45
Clc1c(Cl)cc2nc(N)n(C)c2c1,2.98
O=C1NC(=O)NC1c2cnccc2,-0.95
n1cnc2n(C)cnc2c1NC(=O)C,-0.41
OCCNC(=O)C(F)(F)Cn1c(N(=O)=O)ncc1,-0.52
O=N(=O)C1=NC=CN1C2C(O)C(O)C(CI)O2,0.32
O=C1C(NC)=CC(=O)C(NC)=C1,0.34
n1c(SC(F)F)nc(NCC)nc1NCC,3.28
n1c(SC(F)F)nc(NC(C)C)nc1NC,3.27
n1c(SC(F)F)nc(NCCC)nc1NC,3.28
N#Cc1ccc2nc(N)n(C)c2c1,1.29
c1c(C#N)cc2nc(N)n(C)c2c1,1.11
o1nc(c2ccccc2)nc1NC(=O)N,1.76
N1C(=O)CC1Sc2ccccc2,1.58
n1nc2c3CNCCc3ccc2s1,1.35
N(=O)(=O)c1nccn1CC(F)(F)C(=O)NCCC(=O)N,-0.95
n1cnc2n(CC)cnc2c1NC(=O)C,-0.41
C=CCOc1noc2CCNCc12,0.56
COc1ccc(N=NN(C)C)cc1,2.99
n1c(SC(F)F)nc(NCCCC)nc1NC,3.7
n1c(SC(F)F)nc(NC(C)C)nc1NCC,3.7
n1c(SC(F)F)nc(NCCC)nc1NCC,3.8
n1c(SC(F)F)nc(NC(C)(C)C)nc1NC,3.91
COC(=O)C(NC(=O)C)CCCC,0.79
COC(=O)C(NC(=O)C)CC(C)C,0.84
OCc1ccc2cccnc2c1,1.29
N1C(=O)NC(=O)C1(C)c2ccccc2,1.02
NC(=O)c1ccc(N=NN(C)CC(F)(F)F)cc1,1.86
N#CCc1cc(OC)c(OC)cc1,1.15
COC(=O)c1ccccc1N=NN(C)C,2.51
c1c(C(=O)OC)cccc1N=NN(C)C,3.12
c1cc(C(=O)OC)ccc1N=NN(C)C,3.22
O=C1C(N(C)C)=CC(=O)C(N(C)C)=C1,1.03
CCOc1ccccc1OCC,2.42
Oc1c(OC)c(OC)c(O)c(C)c1C,1.6
n1ccccc1CCCCCO,1.28
CC(=O)NC(CC=C)(CC=C)C(=O)N,0.05
n1c(SC(F)F)nc(NCCCC)nc1NCC,4.51
n1c(SC(F)F)nc(NCC(C)C)nc1NCC,4.3
n1c(SC(F)F)nc(NC(C)C)nc1NCCC,4.23
n1c(SC(F)F)nc(NC(C)(C)C)nc1NCC,4.57
C(C(=O)N(C)C)(C(=O)N(C)C)C(=O)N(C)C,-3.09
N1C(=O)N(C(=O)Oc2ccccc2)C(=O)C(F)=C1,1.73
c1ccc2cccnc2c1NC(=O)C(F)(F)F,3.24
c1c(Cl)c(C)c(Cl)cc1C2=NNC(=O)C=C2,3.2
Cn1c(c2ccc(C(=O)N)cc2)ncc1N(=O)=O,0.98
O=C1C(N2CC2)=C(Cl)C(=O)C(N3CC3)=C1C,1.2
c1ccc2cccnc2c1CC,2.93
c1ccc2c(C(=O)C)cn(C)c2c1,1.95
N1C(=O)C(C)(c2ccncc2)CCC1=O,0.07
N#CC(c1ccccc1)C(C)C,2.33
c1cc(N=NN(C)C)ccc1C=CC(=O)O,2.66
CN(C)CCOC(=O)c1ccc(N(=O)=O)cc1,1.7
c1ccccc1C=CCN(C)C,2.61
c1ccccc1C(=O)OCCN(C)C,2.06
n1cnc2n(CCCC)cnc2c1NC(=O)C,0.55
c1cc(C(=O)N)ccc1N=NN(CC)CC,2.26
NC(=N)NCCCCc1ccccc1,1.59
CS(=O)(=O)c1ccc(N=NN(CC)CC)cc1,2.6
CCCCCCN1C(=O)NC(=O)C(C)=C1,1.93
N1N=C(C)C(N(=O)=O)=C1C(=O)NCCCCCC,2.46
n1c(SC(F)F)nc(NCCCCC)nc1NCC,4.71
n1c(SC(F)F)nc(NC(C)C)nc1NCCCC,4.75
n1c(SC(F)F)nc(NC(C)C)nc1NC(C)(C)C,4.7
c1ccc2C(=O)C=C(N3CC3)C(=O)c2c1,1.71
OC(=O)C(c1ccc(Cl)cc1)n2cccc2,2.3
OC(=O)C(c1ccccc1)n2cccc2,1.57
c1ccc2C(=O)C=C(NCCO)C(=O)c2c1,1.23
Cc1:[nH]:c(N):c:c2:[n]:c3ccccc3:c-2:1,1.97
Cn1c(c2ccc(C(=O)OC)cc2)ncc1N(=O)=O,1.63
O=C1C(N2CC2)=C(N3CC3)C(=O)C(N4CC4)=C1F,0.14
O=C1C(N2C(C)C2)=CC(=O)C(N3C(C)C3)=C1,1.07
c1cc(C#N)ccc1C(=O)OCCN(C)C,1.43
c1nc2C(=O)NC=Nc2n1C3CCC(COC(=O)C)O3,-0.9
CC(C)C(c1ccc(OC)cc1)C#N,2.68
O=C1C(N2CC2)=C(NC)C(=O)C(N3CC3)=C1NC,0.13
S1C=CSC1=C(C(=O)OCCC)C(=O)OCCC,3.93
c1cc(N=NN(C)C)ccc1CCCC(=O)O,2.62
c1cc(N=NN(C)CCO)ccc1C(=O)OCC,2.66
n1cnc2n(CCCCC)cnc2c1NC(=O)C,0.98
CNC(=NC#N)NCCSCc1ncccc1OC,0.97
n1c(SC(F)F)nc(NC(C)C)nc1NCCCCC,5.2
Nc1ccc2c3ccccc3C(=O)c2c1,2.95
c1ncccc1C(=O)Nc2ccc(C)cc2,2.08
NC(=O)C(c2ncccc2)c1ccccc1,0.83
n1c(OCc2ccccc2)cccc1C,3.43
CC(c1cccc2ccccc12)(N)C(=O)O,-0.22
NC(Cc1ccc2ccccc2c1)C(=O)O,-0.15
O=C1C(N2CC2)=C(Br)C(=O)C(N3CC3)=C1CCOC(=O)N,0.68
C1CNCCN1C(=O)CN2C(=O)Sc3ccc(Cl)cc23,1.35
c1ccccc1NC(=O)NN=Cc2cccn2C,2.71
c1cc(OC)ccc1NC(=O)NN=CC2=CC=CN2,2.67
N1N=C(C)C(N(=O)=O)=C1C(=O)N(C)Cc2ccccc2,1.65
N1N=C(C)C(N(=O)=O)=C1C(=O)NCCc2ccccc2,1.82
N1C(=O)C(CCC)(c2ccncc2)CCC1=O,1.13
O=C1C(N2CC2)=C(C)C(=O)C(N3CC3)=C1CC,1.35
O=C1C(N2CC2)=C(C)C(=O)C(N3CC3)=C1CCO,0.49
CN(C)CCOC(=O)c1ccc(C(=O)C)cc1,1.57
c4ccnn4C13CC2CC(C3)CC(C2)C1,3.05
C1C(C(C)C)N2C(=O)C(C(=O)OC)=CN=C2CC1,0.99
C1C(CCC)N2C(=O)C(C(=O)OC)=CN=C2CC1,1.14
O=C1NC(=O)NC(C)=C1C=CC(=O)NC(C)CS(=O)CSC,-0.7
c1cc(C(=O)N)ccc1N=NN(C(C)C)C(C)C,3.0
CN(C)C(=O)C13CC2CC(C3)CC(C2)C1,2.55
O=C1OC(C)(C)CC(=O)C1C(CCC)=NOCC,2.56
N1N=C(C)C(N(=O)=O)=C1C(=O)NCCCCCCCC,3.48
c1ccc(Oc2ccccc2)cc1CC#N,3.03
c1ccc2C(=O)C=C(N3CCCC3)C(=O)c2c1,2.89
c1ccccc1N(c2ccccc2)C(=S)C,2.83
c1cc(N=NN(C)C)c2c3ccccc3oc2c1,4.55
C=C(c2ccccc2OCC=C)n1cncc1,2.79
N#CCSCC(=O)NC1C2SCC(CSC3=NN=NN3C)=C(C(=O)O)N2C1=O,-0.62
n1c(N)nc(N)c(Cc2ccccc2OCC=C)c1,2.31
c1ccccc1COC(=O)NCCn2c(C)ncc2N(=O)=O,1.69
O=C1C(N2CC2)=C(C)C(=O)C(N3CC3)=C1CCOC(=O)N,0.16
O=C1C(N2CCCC2)=CC(=O)C(N3CCCC3)=C1,1.97
N1C=Nc2n(C3CCC(COC(=O)CCC)O3)cnc2C1=O,0.11
N1C=Nc2n(C3CCC(COC(=O)C(C)C)O3)cnc2C1=O,0.02
C1CC2=NC=C(C(=O)OC)C(=O)N2C(CCCC)C1,1.77
CN(C)CCOC(=O)c1ccc(CCC)cc1,3.63
Oc1c(C(C)CC)cc(N(=O)=O)cc1C(C)CC,4.8
c1ccccc1C2=CN=c3cccc(C)n3C2=O,2.59
Clc1ccc2SC(=O)N(CC(=O)N3CCN(CC(=O)O)CC3)c2c1,-0.71
C1CCCCC1NC(=O)COC(=O)c2ccccc2,2.81
c1c(OCC)c(OCC)ccc1NC(=O)OC(C)C#C,2.68
N1C(=O)C(CCCCC)(c2ccncc2)CCC1=O,2.26
Cc1[nH][n]c(c1N(=O)=O)C(=O)NC1C2CC3CC(CC1C3)C2,2.83
OCCCOc2cc(CN1CCCCC1)ccc2,2.78
c1cc(OCCCC)ccc1C(=O)OCCN(C)C,3.91
CNC(=NC#N)NCCSCC1=C(C)N(C(=O)OCCCC)C=N1,2.15
CNC(=NC#N)NCCSCC1=C(C)N(COC(=O)CCC)C=N1,1.6
N1N=C(C)C(N(=O)=O)=C1C(=O)NCCCCCCCCCC,4.48
C1Cc2ccc3cccc4ccc(=C1)c2c34,4.92
c1ccc2cccnc2c1OCc3ccccc3,3.51
c1ccccc1c2nnc(NCCN3CCOCC3)cc2,1.85
c1cc(OCC(=O)OCC)c(OC)cc1C=NOCC(=O)OCC,1.87
COCc1ccccc1NC(=O)OCCN2CCCCC2,2.2
O=C1C(N2CC2)=C(NC(C)CO)C(=O)C(N3CC3)=C1NC(C)CO,-0.37
C1CC(C)CC12CC(=O)C(C(CCC)=NOCC)C(=O)O2,3.66
c1cc(O)c(O)cc1CC(N)C(=O)OCc2cc(C(F)(F)F)ccc2,2.29
c1cc(C(C)C(=O)O)ccc1N2C(=O)C(CCCC3)=C3C2,3.07
n4cc5ccccc5n4C13CC2CC(C3)CC(C2)C1,4.33
O=C1OC2CC(C)C3C=CC(=O)C3(C)C(O)C2C1=C(C)C,1.47
c1c(OC)c(OCCOC(=O)CC)ccc1C=NOCC(=O)OCC,2.39
N1C(=O)C(CCCCCCC)(c2ccncc2)CCC1=O,3.44
c1ccc(CN2CCCCC2)cc1OCCCNC(=O)C,2.15
C1(C)CCCCC12CC(=O)C(C(CCC)=NOCC)C(=O)O2,3.9
C1CC(C)CCC12CC(=O)C(C(CCC)=NOCC)C(=O)O2,4.07
CNC(=NC#N)NCCSCC1=C(C)N=CN1C(=O)OCCCCCC,3.1
n1cnc2ncn(C(c3ccccc3)(c4ccccc4))c2c1N,3.19
c1ccc2n(CCCN4CCOCC4)c(c3n(C)c(N(=O)=O)cn3)nc2c1,1.8
Ic1c(N(CCO)C(=O)CO)c(I)c(N(CCO)C(=O)CO)c(I)c1C(=O)NCC(O)CO,-2.55
c1ccccc1c2nnc(NCCN3CCOCC3)c(CC)c2,2.53
N1C(=O)C(CCCCCCCC)(c2ccncc2)CCC1=O,4.04
C1C(C)CC(C)CC12CC(=O)C(C(CCC)=NOCC)C(=O)O2,4.48
C1CC(CC)CCC12CC(=O)C(C(CCC)=NOCC)C(=O)O2,4.48
