SMILES,InChI,Sol,RB,MW
CCOC(=O)CC(=O)OCC,"InChI=1S/C7H12O4/c1-3-10-6(8)5-7(9)11-4-2/h3-5H2,1-2H3",-6,4,160.0735589
COc1cc(C)ccc1O,"InChI=1S/C8H10O2/c1-6-3-4-7(9)8(5-6)10-2/h3-5,9H,1-2H3",-5.8,1,138.0680796
Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,InChI=1S/C12Cl8O2/c13-1-2(14)6(18)10-9(5(1)17)21-11-7(19)3(15)4(16)8(20)12(11)22-10,-4.53,0,455.7406507
Cc1ccc(C)c2ccccc12,"InChI=1S/C12H12/c1-9-7-8-10(2)12-6-4-3-5-11(9)12/h3-8H,1-2H3",-2.82,0,156.0939004
Clc1ccc(Cl)c(Cl)c1Cl,InChI=1S/C6H2Cl4/c7-3-1-2-4(8)6(10)5(3)9/h1-2H,-1.34,0,213.8910608
ClC(Cl)(Cl)Cl,"InChI=1S/CCl4/c2-1(3,4)5",0.08,0,151.8754107
Oc1ccc2ccccc2c1,"InChI=1S/C10H8O/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7,11H",-8.11,0,144.0575149
CCI,"InChI=1S/C2H5I/c1-2-3/h2H2,1H3",-0.74,0,155.9435982
CCC[C@@H](C)O,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3/t5-/m1/s1",-4.39,2,88.088815
C=C(C)[C@@H]1CC=C(C)[C@@H](O)C1,"InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)10(11)6-9/h4,9-11H,1,5-6H2,2-3H3/t9-,10+/m1/s1",-4.44,1,152.1201151
BrCc1ccccc1,"InChI=1S/C7H7Br/c8-6-7-4-2-1-3-5-7/h1-5H,6H2",-2.38,1,169.9731123
COc1c(O)c(OC)c(Cl)c(C=O)c1Cl,"InChI=1S/C9H8Cl2O4/c1-14-8-5(10)4(3-12)6(11)9(15-2)7(8)13/h3,13H,1-2H3",-8.68,3,249.9799641
FC(F)(F)c1cccc(C(F)(F)F)c1,"InChI=1S/C8H4F6/c9-7(10,11)5-2-1-3-6(4-5)8(12,13)14/h1-4H",1.07,0,214.0217194
Cc1ccnc(C)c1,"InChI=1S/C7H9N/c1-6-3-4-8-7(2)5-6/h3-5H,1-2H3",-4.86,0,107.0734993
Nc1ccc2ccccc2c1,"InChI=1S/C10H9N/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,11H2",-7.47,0,143.0734993
C/C=C\CC,"InChI=1S/C5H10/c1-3-5-4-2/h3,5H,4H2,1-2H3/b5-3-",1.31,1,70.07825032
CCOC(OCC)Oc1ccccc1,"InChI=1S/C11H16O3/c1-3-12-11(13-4-2)14-10-8-6-5-7-9-10/h5-9,11H,3-4H2,1-2H3",-5.23,6,196.1099444
CS(=O)(=O)Cl,"InChI=1S/CH3ClO2S/c1-5(2,3)4/h1H3",-4.87,0,113.954228
CN(C)C=O,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",-7.81,1,73.05276384
CN1CCOCC1,"InChI=1S/C5H11NO/c1-6-2-4-7-5-3-6/h2-5H2,1H3",-6.32,0,101.084064
CCCCCCCCl,"InChI=1S/C7H15Cl/c1-2-3-4-5-6-7-8/h2-7H2,1H3",0.29,5,134.0862282
CCOc1ccccc1,"InChI=1S/C8H10O/c1-2-9-8-6-4-3-5-7-8/h3-7H,2H2,1H3",-2.22,2,122.0731649
Cc1ccccc1N,"InChI=1S/C7H9N/c1-6-4-2-3-5-7(6)8/h2-5H,8H2,1H3",-5.53,0,107.0734993
Cc1cc2ccccc2cc1C,"InChI=1S/C12H12/c1-9-7-11-5-3-4-6-12(11)8-10(9)2/h3-8H,1-2H3",-2.78,0,156.0939004
CCCCCCCCO,"InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",-4.09,6,130.1357652
Cl/C=C/Cl,InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H/b2-1+,-0.78,0,95.95335542
CCOC,"InChI=1S/C3H8O/c1-3-4-2/h3H2,1-2H3",-2.1,1,60.05751488
CCl,InChI=1S/CH3Cl/c1-2/h1H3,-0.55,0,49.99232778
CCc1ccccc1,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",-0.79,1,106.0782503
CC(N)=O,"InChI=1S/C2H5NO/c1-2(3)4/h1H3,(H2,3,4)",-9.71,0,59.03711378
OC1CCCC1,"InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2",-5.49,0,86.07316494
COc1ccc(N)cc1,"InChI=1S/C7H9NO/c1-9-7-4-2-6(8)3-5-7/h2-5H,8H2,1H3",-7.48,1,123.0684139
Clc1cc(Cl)c2c(c1Cl)Oc1ccccc1O2,InChI=1S/C12H5Cl3O2/c13-6-5-7(14)11-12(10(6)15)17-9-4-2-1-3-8(9)16-11/h1-5H,-4.05,0,285.9355124
C#CC,"InChI=1S/C3H4/c1-3-2/h1H,2H3",-0.48,0,40.03130013
NC1CCCCC1,"InChI=1S/C6H13N/c7-6-4-2-1-3-5-6/h6H,1-5,7H2",-4.59,0,99.10479942
Clc1cccc(Cl)c1,InChI=1S/C6H4Cl2/c7-5-2-1-3-6(8)4-5/h1-4H,-0.98,0,145.9690055
Oc1ccccc1Cl,"InChI=1S/C6H5ClO/c7-5-3-1-2-4-6(5)8/h1-4,8H",-4.55,0,128.0028925
CC(C)Cl,"InChI=1S/C3H7Cl/c1-3(2)4/h3H,1-2H3",-0.25,0,78.0236279
OC1CCCCCC1,"InChI=1S/C7H14O/c8-7-5-3-1-2-4-6-7/h7-8H,1-6H2",-5.48,0,114.1044651
CC(C)(C)C,"InChI=1S/C5H12/c1-5(2,3)4/h1-4H3",2.51,0,72.09390038
Cc1cncc(C)c1,"InChI=1S/C7H9N/c1-6-3-7(2)5-8-4-6/h3-5H,1-2H3",-4.84,0,107.0734993
Cc1cccc(C)c1,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",-0.83,0,106.0782503
Clc1cc2c(cc1Cl)Oc1ccccc1O2,InChI=1S/C12H6Cl2O2/c13-7-5-11-12(6-8(7)14)16-10-4-2-1-3-9(10)15-11/h1-6H,-3.56,0,251.9744848
Cc1ccncc1,"InChI=1S/C6H7N/c1-6-2-4-7-5-3-6/h2-5H,1H3",-4.93,0,93.05784922
Cc1cccc(O)c1C,"InChI=1S/C8H10O/c1-6-4-3-5-8(9)7(6)2/h3-5,9H,1-2H3",-6.16,0,122.0731649
CO,"InChI=1S/CH4O/c1-2/h2H,1H3",-5.1,0,32.02621475
CC(C)(C)O,"InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3",-4.47,0,74.07316494
C1COCCN1,"InChI=1S/C4H9NO/c1-3-6-4-2-5-1/h5H,1-4H2",-7.17,0,87.06841391
CS(C)(=O)=O,"InChI=1S/C2H6O2S/c1-5(2,3)4/h1-2H3",-10.08,0,94.00885043
FC1(F)C(F)(F)C(F)(F)C1(F)F,"InChI=1S/C4F8/c5-1(6)2(7,8)4(11,12)3(1,9)10",3.43,0,199.9872258
c1ccc2c(c1)Oc1ccccc1O2,InChI=1S/C12H8O2/c1-2-6-10-9(5-1)13-11-7-3-4-8-12(11)14-10/h1-8H,-3.15,0,184.0524295
Oc1ccc(Br)cc1,"InChI=1S/C6H5BrO/c7-5-1-3-6(8)4-2-5/h1-4,8H",-5.85,0,171.9523769
Cc1cccc(C)c1O,"InChI=1S/C8H10O/c1-6-4-3-5-7(2)8(6)9/h3-5,9H,1-2H3",-5.26,0,122.0731649
Cc1ccccc1Cl,"InChI=1S/C7H7Cl/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",-1.14,0,126.0236279
COC(=O)C(C)(C)C,"InChI=1S/C6H12O2/c1-6(2,3)5(7)8-4/h1-4H3",-2.4,0,116.0837296
CCS,"InChI=1S/C2H6S/c1-2-3/h3H,2H2,1H3",-1.14,0,62.01902119
Cc1c[nH]c2ccccc12,"InChI=1S/C9H9N/c1-7-6-10-9-5-3-2-4-8(7)9/h2-6,10H,1H3",-5.88,0,131.0734993
Clc1cc(Cl)c(Cl)c(Cl)c1,InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)5(9)2-3/h1-2H,-1.62,0,213.8910608
Cc1ccccc1,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",-0.9,0,92.06260026
O[C@H]1OC[C@@H](O)[C@H](O)[C@H]1O,"InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3+,4-,5+/m1/s1",-20.52,0,150.0528234
C[N+](=O)[O-],InChI=1S/CH3NO2/c1-2(3)4/h1H3,-4.02,0,61.01637834
CNC(C)=O,"InChI=1S/C3H7NO/c1-3(5)4-2/h1-2H3,(H,4,5)",-10,0,73.05276384
CC=O,"InChI=1S/C2H4O/c1-2-3/h2H,1H3",-3.5,0,44.02621475
Cc1cc(C)cc(C)c1,"InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",-0.9,0,120.0939004
Oc1ccccc1,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",-6.6,0,94.04186481
CCC,"InChI=1S/C3H8/c1-3-2/h3H2,1-2H3",2,0,44.06260026
N#Cc1ccc(O)cc1,"InChI=1S/C7H5NO/c8-5-6-1-3-7(9)4-2-6/h1-4,9H",-10.17,0,119.0371138
C=O,InChI=1S/CH2O/c1-2/h1H2,-2.75,0,30.01056468
c1cc2c3c(cccc3c1)CC2,"InChI=1S/C12H10/c1-3-9-4-2-6-11-8-7-10(5-1)12(9)11/h1-6H,7-8H2",-3.15,0,154.0782503
CCO,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",-5,0,46.04186481
Cc1ccncc1C,"InChI=1S/C7H9N/c1-6-3-4-8-5-7(6)2/h3-5H,1-2H3",-5.22,0,107.0734993
CCN,"InChI=1S/C2H7N/c1-2-3/h2-3H2,1H3",-4.5,0,45.05784922
Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,"InChI=1S/C14H10N2O2/c15-9-5-6-10(16)12-11(9)13(17)7-3-1-2-4-8(7)14(12)18/h1-6H,15-16H2",-11.85,0,238.0742276
N#Cc1ccccc1,InChI=1S/C7H5N/c8-6-7-4-2-1-3-5-7/h1-5H,-4.1,0,103.0421992
O=[N+]([O-])C(Cl)(Cl)Cl,"InChI=1S/CCl3NO2/c2-1(3,4)5(6)7",-1.45,0,162.8994613
Clc1ccccc1Cl,InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,-1.36,0,145.9690055
C=C(Cl)Cl,InChI=1S/C2H2Cl2/c1-2(3)4/h1H2,0.25,0,95.95335542
c1cc2ccc3cccc4ccc(c1)c2c34,InChI=1S/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-4.52,0,202.0782503
N#Cc1cccc(O)c1,"InChI=1S/C7H5NO/c8-5-6-2-1-3-7(9)4-6/h1-4,9H",-9.65,0,119.0371138
Clc1cc(Cl)cc(Cl)c1,InChI=1S/C6H3Cl3/c7-4-1-5(8)3-6(9)2-4/h1-3H,-0.78,0,179.9300331
C1CCCCC1,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,1.23,0,84.09390038
CC(=O)N1CCCC1,"InChI=1S/C6H11NO/c1-6(8)7-4-2-3-5-7/h2-5H2,1H3",-9.8,0,113.084064
CN1CCNCC1,"InChI=1S/C5H12N2/c1-7-4-2-6-3-5-7/h6H,2-5H2,1H3",-7.77,0,100.1000484
O=C1NC(=O)c2ccccc21,"InChI=1S/C8H5NO2/c10-7-5-3-1-2-4-6(5)8(11)9-7/h1-4H,(H,9,10,11)",-9.61,0,147.0320284
C1CC1,InChI=1S/C3H6/c1-2-3-1/h1-3H2,0.75,0,42.04695019
Clc1cccnc1,InChI=1S/C5H4ClN/c6-5-2-1-3-7-4-5/h1-4H,-4.01,0,113.0032268
c1ccc2ccccc2c1,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,-2.4,0,128.0626003
c1cc[nH]c1,InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H,-4.78,0,67.04219916
Clc1ccc2c(c1)Oc1cc(Cl)c(Cl)c(Cl)c1O2,InChI=1S/C12H4Cl4O2/c13-5-1-2-7-8(3-5)17-9-4-6(14)10(15)11(16)12(9)18-7/h1-4H,-3.84,0,319.8965401
Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,InChI=1S/C12H4Cl4O2/c13-5-1-9-10(2-6(5)14)18-12-4-8(16)7(15)3-11(12)17-9/h1-4H,-3.37,0,319.8965401
Cc1ccc(O)cc1,"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",-6.13,0,108.0575149
Clc1cc2c(cc1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,InChI=1S/C12H2Cl6O2/c13-3-1-5-6(2-4(3)14)20-12-10(18)8(16)7(15)9(17)11(12)19-5/h1-2H,-3.71,0,387.8185954
c1ccncc1,InChI=1S/C5H5N/c1-2-4-6-5-3-1/h1-5H,-4.69,0,79.04219916
