SMILES,InChI,logS,source
Oc1cccc3c1C(C2=C(O)C(C(C(C(N)=O)=C(O)C4N(C)C)=O)(O)C4CC2C3(O)C)=O,"InChI=1S/C22H24N2O8/c1-21(31)8-5-4-6-11(25)12(8)16(26)13-9(21)7-10-15(24(2)3)17(27)14(20(23)30)19(29)22(10,32)18(13)28/h4-6,9-10,15,25,27-28,31-32H,7H2,1-3H3,(H2,23,30)",-3.12,adme
CCCCN(CCCC)CCCC,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3",-3.12,adme
ClC(F)(F)C(F)(F)Cl,"InChI=1S/C2Cl2F4/c3-1(5,6)2(4,7)8",-3.12,adme
O=C(c(cccc1)c1C(OCC=C)=O)OCC=C,"InChI=1S/C14H14O4/c1-3-9-17-13(15)11-7-5-6-8-12(11)14(16)18-10-4-2/h3-8H,1-2,9-10H2",-3.13,adme
CC=Cc1ccc(OC)cc1,"InChI=1S/C10H12O/c1-3-4-9-5-7-10(11-2)8-6-9/h3-8H,1-2H3",-3.13,adme
Fc1ccc(I)cc1,InChI=1S/C6H4FI/c7-5-1-3-6(8)4-2-5/h1-4H,-3.13,adme
OC(C2(C(C(O)=C1C(N)=O)N(C)C))(C(O)=C(C3=O)C(C2O)(C(C)(O)c4c3c(O)ccc4))C1=O,"InChI=1S/C22H24N2O9/c1-21(32)7-5-4-6-8(25)9(7)15(26)10-12(21)17(28)13-14(24(2)3)16(27)11(20(23)31)19(30)22(13,33)18(10)29/h4-6,12-14,17,25,27-29,32-33H,1-3H3,(H2,23,31)",-3.14,adme
BrC(Br)(Br)Br,"InChI=1S/CBr4/c2-1(3,4)5",-3.14,adme
COc1c(C(C4c(ccc(OC)c5OC)c5C(O4)=O)N(C)CC3)c3cc2c1OCO2,"InChI=1S/C22H23NO7/c1-23-8-7-11-9-14-20(29-10-28-14)21(27-4)15(11)17(23)18-12-5-6-13(25-2)19(26-3)16(12)22(24)30-18/h5-6,9,17-18H,7-8,10H2,1-4H3",-3.14,adme
O=C(C(SCCO2)=C2C)Nc1ccccc1,"InChI=1S/C12H13NO2S/c1-9-11(16-8-7-15-9)12(14)13-10-5-3-2-4-6-10/h2-6H,7-8H2,1H3,(H,13,14)",-3.14,adme
Clc1nc(NC(C)(C)C#N)nc(NCC)n1,"InChI=1S/C9H13ClN6/c1-4-12-7-13-6(10)14-8(15-7)16-9(2,3)5-11/h4H2,1-3H3,(H2,12,13,14,15,16)",-3.15,adme
O=C(c(cccc2)c2O)Oc1ccccc1,"InChI=1S/C13H10O3/c14-12-9-5-4-8-11(12)13(15)16-10-6-2-1-3-7-10/h1-9,14H",-3.15,adme
CCN(CCNC(c1c(OC)cc(N)c(Cl)c1)=O)CC,"InChI=1S/C14H22ClN3O2/c1-4-18(5-2)7-6-17-14(19)10-8-11(15)12(16)9-13(10)20-3/h8-9H,4-7,16H2,1-3H3,(H,17,19)",-3.18,adme
Sc2nc1ccccc1s2,"InChI=1S/C7H5NS2/c9-7-8-5-3-1-2-4-6(5)10-7/h1-4H,(H,8,9)",-3.18,adme
CCCCC,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3",-3.18,adme
Cc(c(C)ccc1)c1C,"InChI=1S/C9H12/c1-7-5-4-6-8(2)9(7)3/h4-6H,1-3H3",-3.2,adme
Brc1cc(Cl)ccc1,InChI=1S/C6H4BrCl/c7-5-2-1-3-6(8)4-5/h1-4H,-3.21,adme
CCc(cccc1)c1C,"InChI=1S/C9H12/c1-3-9-7-5-4-6-8(9)2/h4-7H,3H2,1-2H3",-3.21,adme
IC=CI,InChI=1S/C2H2I2/c3-1-2-4/h1-2H,-3.22,adme
C=CCCCC,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",-3.23,adme
Clc(cc(N)cc1)c1Cl,"InChI=1S/C6H5Cl2N/c7-5-2-1-4(9)3-6(5)8/h1-3H,9H2",-3.24,adme
CC(Nc(cc1)ccc1I)=O,"InChI=1S/C8H8INO/c1-6(11)10-8-4-2-7(9)3-5-8/h2-5H,1H3,(H,10,11)",-3.25,adme
O=C(N(c1c(CC)cccc1CC)COC)CCl,"InChI=1S/C14H20ClNO2/c1-4-11-7-6-8-12(5-2)14(11)16(10-18-3)13(17)9-15/h6-8H,4-5,9-10H2,1-3H3",-3.26,adme
O=C(c(cc1)ccc1N)OCCCCC,"InChI=1S/C12H17NO2/c1-2-3-4-9-15-12(14)10-5-7-11(13)8-6-10/h5-8H,2-4,9,13H2,1H3",-3.26,adme
COC(c1c(Cl)c(N)cc(Cl)c1)=O,"InChI=1S/C8H7Cl2NO2/c1-13-8(12)5-2-4(9)3-6(11)7(5)10/h2-3H,11H2,1H3",-3.26,adme
O=C(OCCNCCCCC)c(cc1)ccc1N,"InChI=1S/C14H22N2O2/c1-2-3-4-9-16-10-11-18-14(17)12-5-7-13(15)8-6-12/h5-8,16H,2-4,9-11,15H2,1H3",-3.27,adme
O=C(c1cc(I)ccc1)O,"InChI=1S/C7H5IO2/c8-6-3-1-2-5(4-6)7(9)10/h1-4H,(H,9,10)",-3.27,adme
CC1=CCCCC1,"InChI=1S/C7H12/c1-7-5-3-2-4-6-7/h5H,2-4,6H2,1H3",-3.27,adme
CC(C)c1ccccc1,"InChI=1S/C9H12/c1-8(2)9-6-4-3-5-7-9/h3-8H,1-2H3",-3.27,adme
COc1nnc(NS(=O)(c2ccc(cc2)N)=O)cc1,"InChI=1S/C11H12N4O3S/c1-18-11-7-6-10(13-14-11)15-19(16,17)9-4-2-8(12)3-5-9/h2-7H,12H2,1H3,(H,13,15)",-3.28,adme
CC1CCCC1,"InChI=1S/C6H12/c1-6-4-2-3-5-6/h6H,2-5H2,1H3",-3.3,adme
Cc1c(C(Nc2ccccc2)=O)cco1,"InChI=1S/C12H11NO2/c1-9-11(7-8-15-9)12(14)13-10-5-3-2-4-6-10/h2-8H,1H3,(H,13,14)",-3.3,adme
O=C(c(cc1I)c(c(I)c1)O)O,"InChI=1S/C7H4I2O3/c8-3-1-4(7(11)12)6(10)5(9)2-3/h1-2,10H,(H,11,12)",-3.31,adme
O=C(c1ccc(Cl)cc1)O,"InChI=1S/C7H5ClO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,(H,9,10)",-3.31,adme
CC(CCCCCCCC)=O,"InChI=1S/C10H20O/c1-3-4-5-6-7-8-9-10(2)11/h3-9H2,1-2H3",-3.31,adme
Cc(cc(C)cc1)c1C,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",-3.31,adme
O=C(C5)N(C4C2(CC7)C(N7C6)CC3C6=CCOC5C34)c1c2cccc1,"InChI=1S/C21H22N2O2/c24-18-10-16-19-13-9-17-21(6-7-22(17)11-12(13)5-8-25-16)14-3-1-2-4-15(14)23(18)20(19)21/h1-5,13,16-17,19-20H,6-11H2",-3.32,adme
Brc1cc(C#N)cc(Br)c1O,"InChI=1S/C7H3Br2NO/c8-5-1-4(3-10)2-6(9)7(5)11/h1-2,11H",-3.33,adme
CCOP(OCC)(N2C(c1ccccc1C2=O)=O)=S,"InChI=1S/C12H14NO4PS/c1-3-16-18(19,17-4-2)13-11(14)9-7-5-6-8-10(9)12(13)15/h5-8H,3-4H2,1-2H3",-3.35,adme
c12c(cccn3)c3ccc1cccc2,InChI=1S/C13H9N/c1-2-5-11-10(4-1)7-8-13-12(11)6-3-9-14-13/h1-9H,-3.36,adme
S=C(N1)NC(C(C(C)CCC)(CC)C1=O)=O,"InChI=1S/C11H18N2O2S/c1-4-6-7(3)11(5-2)8(14)12-10(16)13-9(11)15/h7H,4-6H2,1-3H3,(H2,12,13,14,15,16)",-3.36,adme
CCN(C=C1C(O)=O)c(nc(C)cc2)c2C1=O,"InChI=1S/C12H12N2O3/c1-3-14-6-9(12(16)17)10(15)8-5-4-7(2)13-11(8)14/h4-6H,3H2,1-2H3,(H,16,17)",-3.37,adme
C1(CN2CCC1CC2(C(c3ccnc4c3cc(cc4)OC)(O)))C=C,"InChI=1S/C20H24N2O2/c1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18/h3-6,8,11,13-14,19-20,23H,1,7,9-10,12H2,2H3",-3.37,adme
CCCc1ccccc1,"InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3",-3.37,adme
CCCCCCCC(OC)=O,"InChI=1S/C9H18O2/c1-3-4-5-6-7-8-9(10)11-2/h3-8H2,1-2H3",-3.39,adme
S=C(SCC(Cl)=C)N(CC)CC,"InChI=1S/C8H14ClNS2/c1-4-10(5-2)8(11)12-6-7(3)9/h3-6H2,1-2H3",-3.39,adme
O=C(NS(c1ccc(C)cc1)(=O)=O)NCCCC,"InChI=1S/C12H18N2O3S/c1-3-4-9-13-12(15)14-18(16,17)11-7-5-10(2)6-8-11/h5-8H,3-4,9H2,1-2H3,(H2,13,14,15)",-3.39,adme
O=C(O)CCCCCCCCC=C,"InChI=1S/C11H20O2/c1-2-3-4-5-6-7-8-9-10-11(12)13/h2H,1,3-10H2,(H,12,13)",-3.4,adme
Cc1cc(C)cc(C)c1,"InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",-3.4,adme
CCOC2Oc1ccc(cc1C2(C)C)OS(C)(=O)=O,"InChI=1S/C13H18O5S/c1-5-16-12-13(2,3)10-8-9(18-19(4,14)15)6-7-11(10)17-12/h6-8,12H,5H2,1-4H3",-3.42,adme
O=C1CCC2(C)C(CCC3C2(F)C(O)CC4(C)C3CCC4(O)C(CO)=O)=C1,"InChI=1S/C21H29FO5/c1-18-7-5-13(24)9-12(18)3-4-15-14-6-8-20(27,17(26)11-23)19(14,2)10-16(25)21(15,18)22/h9,14-16,23,25,27H,3-8,10-11H2,1-2H3",-3.43,adme
O=C(Nc1cc(C(F)(F)F)ccc1)N(C)C,"InChI=1S/C10H11F3N2O/c1-15(2)9(16)14-8-5-3-4-7(6-8)10(11,12)13/h3-6H,1-2H3,(H,14,16)",-3.43,adme
CCCCCCCCCC(O)=O,"InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)",-3.44,adme
S=C(N1)NC(C(C(C)CCC)(CC=C)C1=O)=O,"InChI=1S/C12H18N2O2S/c1-4-6-8(3)12(7-5-2)9(15)13-11(17)14-10(12)16/h5,8H,2,4,6-7H2,1,3H3,(H2,13,14,15,16,17)",-3.46,adme
O=C(c1ccccc1)OCCCC,"InChI=1S/C11H14O2/c1-2-3-9-13-11(12)10-7-5-4-6-8-10/h4-8H,2-3,9H2,1H3",-3.48,adme
Oc1ccc(c2ccccc2)cc1,"InChI=1S/C12H10O/c13-12-8-6-11(7-9-12)10-4-2-1-3-5-10/h1-9,13H",-3.48,adme
Brc(cccc1)c1Br,InChI=1S/C6H4Br2/c7-5-3-1-2-4-6(5)8/h1-4H,-3.5,adme
O=S(Nc1ncccn1)(c2ccc(N)cc2)=O,"InChI=1S/C10H10N4O2S/c11-8-2-4-9(5-3-8)17(15,16)14-10-12-6-1-7-13-10/h1-7H,11H2,(H,12,13,14)",-3.51,adme
c1(Nc2ccccc2)ccccc1,"InChI=1S/C12H11N/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10,13H",-3.51,adme
C1CCCCCC1,InChI=1S/C7H14/c1-2-4-6-7-5-3-1/h1-7H2,-3.52,adme
O=C(Nc1cc(Cl)c(Cl)cc1)N(C)OC,"InChI=1S/C9H10Cl2N2O2/c1-13(15-2)9(14)12-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3,(H,12,14)",-3.52,adme
Cc1cc(Br)ccc1,"InChI=1S/C7H7Br/c1-6-3-2-4-7(8)5-6/h2-5H,1H3",-3.52,adme
Cc(cccc1)c1Cl,"InChI=1S/C7H7Cl/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",-3.52,adme
O=N(c1c(cccc2)c2ccc1)=O,InChI=1S/C10H7NO2/c12-11(13)10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,-3.54,adme
CC(C)(C)CC,"InChI=1S/C6H14/c1-5-6(2,3)4/h5H2,1-4H3",-3.55,adme
O=C(N(CC)CC)C(Oc1cccc2c1cccc2)C,"InChI=1S/C17H21NO2/c1-4-18(5-2)17(19)13(3)20-16-12-8-10-14-9-6-7-11-15(14)16/h6-13H,4-5H2,1-3H3",-3.57,adme
O=S(N(C(C)=O)c1c(C)c(C)no1)(c(cc2)ccc2N)=O,"InChI=1S/C13H15N3O4S/c1-8-9(2)15-20-13(8)16(10(3)17)21(18,19)12-6-4-11(14)5-7-12/h4-7H,14H2,1-3H3",-3.59,adme
O=S2(c1cc(S(N)(=O)=O)c(C(F)(F)F)cc1NC(Cc3ccccc3)N2)=O,"InChI=1S/C15H14F3N3O4S2/c16-15(17,18)10-7-11-13(8-12(10)26(19,22)23)27(24,25)21-14(20-11)6-9-4-2-1-3-5-9/h1-5,7-8,14,20-21H,6H2,(H2,19,22,23)",-3.59,adme
Clc1c(Cl)cc(Cl)cc1,InChI=1S/C6H3Cl3/c7-4-1-2-5(8)6(9)3-4/h1-3H,-3.59,adme
O=C(c(cccc2)c2O)Nc1ccccc1,"InChI=1S/C13H11NO2/c15-12-9-5-4-8-11(12)13(16)14-10-6-2-1-3-7-10/h1-9,15H,(H,14,16)",-3.59,adme
c12ccccc1cccc2,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,-3.6,adme
Clc(cccc1)c1C(c(cc(Cl)cc3)c3NC2=O)=NC2O,"InChI=1S/C15H10Cl2N2O2/c16-8-5-6-12-10(7-8)13(19-15(21)14(20)18-12)9-3-1-2-4-11(9)17/h1-7,15,21H,(H,18,20)",-3.6,adme
Oc1c(I)cc(C#N)cc1I,"InChI=1S/C7H3I2NO/c8-5-1-4(3-10)2-6(9)7(5)11/h1-2,11H",-3.61,adme
O=C(C(C)(C)C)C(n2cncn2)Oc1ccc(Cl)cc1,"InChI=1S/C14H16ClN3O2/c1-14(2,3)12(19)13(18-9-16-8-17-18)20-11-6-4-10(15)5-7-11/h4-9,13H,1-3H3",-3.61,adme
CCCCCCCCCCO,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",-3.63,adme
Brc1ccc(Cl)cc1,InChI=1S/C6H4BrCl/c7-5-1-3-6(8)4-2-5/h1-4H,-3.63,adme
O=C1C=CC2(C)C(CCC3C2(F)C(O)CC4(C)C3CC(C)C4(O)C(CO)=O)=C1,"InChI=1S/C22H29FO5/c1-12-8-16-15-5-4-13-9-14(25)6-7-19(13,2)21(15,23)17(26)10-20(16,3)22(12,28)18(27)11-24/h6-7,9,12,15-17,24,26,28H,4-5,8,10-11H2,1-3H3",-3.64,adme
CC(CCC(O)=O)C3CCC4C2C(O)CC1CC(O)CCC1(C)C2CCC34C,"InChI=1S/C24H40O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)",-3.64,adme
CNCCCN1c3c(cccc3)CCc2c1cccc2,"InChI=1S/C18H22N2/c1-19-13-6-14-20-17-9-4-2-7-15(17)11-12-16-8-3-5-10-18(16)20/h2-5,7-10,19H,6,11-14H2,1H3",-3.66,adme
C#CCCCCCC,"InChI=1S/C8H14/c1-3-5-7-8-6-4-2/h1H,4-8H2,2H3",-3.66,adme
ClC(Cl)(Cl)C(Cl)(Cl)Cl,"InChI=1S/C2Cl6/c3-1(4,5)2(6,7)8",-3.67,adme
Clc1c(ccc(Cl)c1)OCCCC(O)=O,"InChI=1S/C10H10Cl2O3/c11-7-3-4-9(8(12)6-7)15-5-1-2-10(13)14/h3-4,6H,1-2,5H2,(H,13,14)",-3.67,adme
Cc1cc2c(N=C(C(N3)=O)C(N2CC(O)C(O)C(O)CO)=NC3=O)cc1C,"InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)",-3.68,adme
O=S(NC(NN2CCCCCC2)=O)(c1ccc(C)cc1)=O,"InChI=1S/C14H21N3O3S/c1-12-6-8-13(9-7-12)21(19,20)16-14(18)15-17-10-4-2-3-5-11-17/h6-9H,2-5,10-11H2,1H3,(H2,15,16,18)",-3.68,adme
O=C1C=CC2(C)C(CCC3C2(F)C(O)CC4(C)C3CC(O)C4(O)C(CO)=O)=C1,"InChI=1S/C21H27FO6/c1-18-6-5-12(24)7-11(18)3-4-13-14-8-15(25)21(28,17(27)10-23)19(14,2)9-16(26)20(13,18)22/h5-7,13-16,23,25-26,28H,3-4,8-10H2,1-2H3",-3.69,adme
CC12C(CCC(C3(CCC4=O))C2CCC34C)=CC(CC1)=O,"InChI=1S/C19H26O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h11,14-16H,3-10H2,1-2H3",-3.69,adme
O=C(c2ccccc2)c1cccc(C(C(O)=O)C)c1,"InChI=1S/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)",-3.7,adme
O=S(Nc1cnccn1)(c(cc2)ccc2N)=O,"InChI=1S/C10H10N4O2S/c11-8-1-3-9(4-2-8)17(15,16)14-10-7-12-5-6-13-10/h1-7H,11H2,(H,13,14)",-3.7,adme
O=C(CC)N(c2ccccc2)C1(COC)CCN(CCc3cccs3)CC1,"InChI=1S/C22H30N2O2S/c1-3-21(25)24(19-8-5-4-6-9-19)22(18-26-2)12-15-23(16-13-22)14-11-20-10-7-17-27-20/h4-10,17H,3,11-16,18H2,1-2H3",-3.71,adme
CC(C)CCC,"InChI=1S/C6H14/c1-4-5-6(2)3/h6H,4-5H2,1-3H3",-3.74,adme
CCc1ccc(CC)cc1,"InChI=1S/C10H14/c1-3-9-5-7-10(4-2)8-6-9/h5-8H,3-4H2,1-2H3",-3.75,adme
O=NN(c2ccccc2)c1ccccc1,InChI=1S/C12H10N2O/c15-13-14(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,-3.75,adme
O=C(OC)C(Cl)Cc1ccc(Cl)cc1,"InChI=1S/C10H10Cl2O2/c1-14-10(13)9(12)6-7-2-4-8(11)5-3-7/h2-5,9H,6H2,1H3",-3.77,adme
Cc1cc(cccc2)c2cc1,"InChI=1S/C11H10/c1-9-6-7-10-4-2-3-5-11(10)8-9/h2-8H,1H3",-3.77,adme
O=C2CN=C(c3ccccc3)c1cc(N(=O)=O)ccc1N2C,"InChI=1S/C16H13N3O3/c1-18-14-8-7-12(19(21)22)9-13(14)16(17-10-15(18)20)11-5-3-2-4-6-11/h2-9H,10H2,1H3",-3.8,adme
CCOc2ccc1nc(S(N)(=O)=O)sc1c2,"InChI=1S/C9H10N2O3S2/c1-2-14-6-3-4-7-8(5-6)15-9(11-7)16(10,12)13/h3-5H,2H2,1H3,(H2,10,12,13)",-3.81,adme
BrCCCCCC,"InChI=1S/C6H13Br/c1-2-3-4-5-6-7/h2-6H2,1H3",-3.81,adme
c1cc(OCCCC)ccc1C(=O)OCCN(CC)CC,"InChI=1S/C17H27NO3/c1-4-7-13-20-16-10-8-15(9-11-16)17(19)21-14-12-18(5-2)6-3/h8-11H,4-7,12-14H2,1-3H3",-3.84,adme
CC(CC)c1ccccc1,"InChI=1S/C10H14/c1-3-9(2)10-7-5-4-6-8-10/h4-9H,3H2,1-2H3",-3.89,adme
Clc1c(cccc2)c2ccc1,InChI=1S/C10H7Cl/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,-3.93,adme
CCCCCCOC(c1ccc(N)cc1)=O,"InChI=1S/C13H19NO2/c1-2-3-4-5-10-16-13(15)11-6-8-12(14)9-7-11/h6-9H,2-5,10,14H2,1H3",-3.95,adme
Oc1c(cc(Cl)cc1)Cc(cc(Cl)cc2)c2O,"InChI=1S/C13H10Cl2O2/c14-10-1-3-12(16)8(6-10)5-9-7-11(15)2-4-13(9)17/h1-4,6-7,16-17H,5H2",-3.95,adme
c12cccc(C=C3)c1c3ccc2,InChI=1S/C12H8/c1-3-9-4-2-6-11-8-7-10(5-1)12(9)11/h1-8H,-3.96,adme
CC34CCC2c1c(CCC2C3CCC4=O)cc(O)cc1,"InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3",-3.96,adme
Cc1c(ccc3c2nccc3C)c2ncc1,"InChI=1S/C14H12N2/c1-9-5-7-15-13-11(9)3-4-12-10(2)6-8-16-14(12)13/h3-8H,1-2H3",-3.97,adme
OC4CCN(CC4)CCCN2c1ccccc1Sc3c2cc(C#N)cc3,"InChI=1S/C21H23N3OS/c22-15-16-6-7-21-19(14-16)24(18-4-1-2-5-20(18)26-21)11-3-10-23-12-8-17(25)9-13-23/h1-2,4-7,14,17,25H,3,8-13H2",-3.98,adme
CC1=CCC(C(C)=C)CC1,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,10H,1,5-7H2,2-3H3",-4.0,adme
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1OC,"InChI=1S/C7H4Cl4O2/c1-13-7-5(11)3(9)2(8)4(10)6(7)12/h12H,1H3",-4.02,adme
O=C1C(Cl)=C(NC)C=NN1c2cc(C(F)(F)F)ccc2,"InChI=1S/C12H9ClF3N3O/c1-17-9-6-18-19(11(20)10(9)13)8-4-2-3-7(5-8)12(14,15)16/h2-6,17H,1H3",-4.04,adme
CCNc1nc(N(CC)CC)nc(Cl)n1,"InChI=1S/C9H16ClN5/c1-4-11-8-12-7(10)13-9(14-8)15(5-2)6-3/h4-6H2,1-3H3,(H,11,12,13,14)",-4.06,adme
O=C(SCC(Cl)=CCl)N(C(C)C)C(C)C,"InChI=1S/C10H17Cl2NOS/c1-7(2)13(8(3)4)10(14)15-6-9(12)5-11/h5,7-8H,6H2,1-4H3",-4.08,adme
Clc1cc(C(c4ccccc4Cl)=NCc3nnc(C)n23)c2cc1,"InChI=1S/C17H12Cl2N4/c1-10-21-22-16-9-20-17(12-4-2-3-5-14(12)19)13-8-11(18)6-7-15(13)23(10)16/h2-8H,9H2,1H3",-4.08,adme
CCCCCCCCCC(OCC)=O,"InChI=1S/C12H24O2/c1-3-5-6-7-8-9-10-11-12(13)14-4-2/h3-11H2,1-2H3",-4.1,adme
C34C2CC(C)C1=CC(C=CC1(C)C2(F)C(O)CC3(C)C(C(C)=O)(O)CC4)=O,"InChI=1S/C22H29FO4/c1-12-9-17-15-6-8-21(27,13(2)24)20(15,4)11-18(26)22(17,23)19(3)7-5-14(25)10-16(12)19/h5,7,10,12,15,17-18,26-27H,6,8-9,11H2,1-4H3",-4.1,adme
O=C(C(C1=O)C(c2ccccc12)=O)C(C)(C)C,"InChI=1S/C14H14O3/c1-14(2,3)13(17)10-11(15)8-6-4-5-7-9(8)12(10)16/h4-7,10H,1-3H3",-4.11,adme
CC(C)Cc1ccccc1,"InChI=1S/C10H14/c1-9(2)8-10-6-4-3-5-7-10/h3-7,9H,8H2,1-2H3",-4.12,adme
CC(C3=CC2)(CCC(O)C3)C1C2C(CCC4=O)C4(C)CC1,"InChI=1S/C19H28O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h3,13-16,20H,4-11H2,1-2H3",-4.12,adme
Cc1c(cccc2)c2c(C)cc1,"InChI=1S/C12H12/c1-9-7-8-10(2)12-6-4-3-5-11(9)12/h3-8H,1-2H3",-4.14,adme
Clc2cc1ccccc1cc2,InChI=1S/C10H7Cl/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,-4.14,adme
CC(C)(c1ccccc1)CC,"InChI=1S/C11H16/c1-4-11(2,3)10-8-6-5-7-9-10/h5-9H,4H2,1-3H3",-4.15,adme
OCCN(CC4)CCN4CCCN1c3c(ccc(C(F)(F)F)c3)Sc2c1cccc2,"InChI=1S/C22H26F3N3OS/c23-22(24,25)17-6-7-21-19(16-17)28(18-4-1-2-5-20(18)30-21)9-3-8-26-10-12-27(13-11-26)14-15-29/h1-2,4-7,16,29H,3,8-15H2",-4.15,adme
COc1ccc2c(ccc(C(C)C(O)=O)c2)c1,"InChI=1S/C14H14O3/c1-9(14(15)16)10-3-4-12-8-13(17-2)6-5-11(12)7-10/h3-9H,1-2H3,(H,15,16)",-4.16,adme
CCCCc1c(OS(=O)(N(C)C)=O)nc(NCC)nc1C,"InChI=1S/C13H24N4O3S/c1-6-8-9-11-10(3)15-13(14-7-2)16-12(11)20-21(18,19)17(4)5/h6-9H2,1-5H3,(H,14,15,16)",-4.16,adme
Clc4cc1c(cc4)Sc3c(cccc3)N1CCCN2CCN(CCO)CC2,"InChI=1S/C21H26ClN3OS/c22-17-6-7-21-19(16-17)25(18-4-1-2-5-20(18)27-21)9-3-8-23-10-12-24(13-11-23)14-15-26/h1-2,4-7,16,26H,3,8-15H2",-4.16,adme
CC(C3CC2)(CCC(O)C3)C1C2C(CCC4=O)C4(C)CC1,"InChI=1S/C19H30O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12-16,20H,3-11H2,1-2H3",-4.16,adme
CCc1c(cccc2)c2ccc1,"InChI=1S/C12H12/c1-2-10-7-5-8-11-6-3-4-9-12(10)11/h3-9H,2H2,1H3",-4.17,adme
c1(Cc2ccccc2)ccccc1,"InChI=1S/C13H12/c1-3-7-12(8-4-1)11-13-9-5-2-6-10-13/h1-10H,11H2",-4.17,adme
OC1(C(OC)=O)c3c(ccc(Cl)c3)c2c1cccc2,"InChI=1S/C15H11ClO3/c1-19-14(17)15(18)12-5-3-2-4-10(12)11-7-6-9(16)8-13(11)15/h2-8,18H,1H3",-4.18,adme
O=C(CCl)N(c(c(CC)ccc1)c1CC)COCCCC,"InChI=1S/C17H26ClNO2/c1-4-7-11-21-13-19(16(20)12-18)17-14(5-2)9-8-10-15(17)6-3/h8-10H,4-7,11-13H2,1-3H3",-4.19,adme
ClC(Cl)(Cl)C(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)NC=O,"InChI=1S/C10H14Cl6N4O2/c11-9(12,13)7(17-5-21)19-1-2-20(4-3-19)8(18-6-22)10(14,15)16/h5-8H,1-4H2,(H,17,21)(H,18,22)",-4.19,adme
CC(OP(OC(C)C)(SCCNS(=O)(c1ccccc1)=O)=S)C,"InChI=1S/C14H24NO4PS3/c1-12(2)18-20(21,19-13(3)4)22-11-10-15-23(16,17)14-8-6-5-7-9-14/h5-9,12-13,15H,10-11H2,1-4H3",-4.2,adme
O=S(NC(NC2CCCCC2)=O)(c(cc1)ccc1C)=O,"InChI=1S/C14H20N2O3S/c1-11-7-9-13(10-8-11)20(18,19)16-14(17)15-12-5-3-2-4-6-12/h7-10,12H,2-6H2,1H3,(H2,15,16,17)",-4.21,adme
CC(CN(C)C)CN1c(cc3OC)c(cc3)Sc2c1cccc2,"InChI=1S/C19H24N2OS/c1-14(12-20(2)3)13-21-16-7-5-6-8-18(16)23-19-10-9-15(22-4)11-17(19)21/h5-11,14H,12-13H2,1-4H3",-4.22,adme
Nc1c(cc2ccccc2n3)c3ccc1,"InChI=1S/C13H10N2/c14-11-5-3-7-13-10(11)8-9-4-1-2-6-12(9)15-13/h1-8H,14H2",-4.22,adme
