SMILES,InChI,Sol,source
Cc1ccc2cc3c(ccc4ccccc43)c3CCc1c32,"InChI=1S/C21H16/c1-13-6-7-15-12-20-17-5-3-2-4-14(17)8-9-18(20)19-11-10-16(13)21(15)19/h2-9,12H,10-11H2,1H3",-4.9981614158948355,Zang
CC1(C)C(C1C=C(Cl)Cl)C(=O)OCc1cccc(c1)Oc1ccccc1,"InChI=1S/C21H20Cl2O3/c1-21(2)17(12-18(22)23)19(21)20(24)25-13-14-7-6-10-16(11-14)26-15-8-4-3-5-9-15/h3-12,17,19H,13H2,1-2H3",-6.729324627329529,Zang
CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@H]3C=C[C@@H]4OC(C)=O)ccc5OC(C)=O,"InChI=1S/C21H23NO5/c1-11(23)25-16-6-4-13-10-15-14-5-7-17(26-12(2)24)20-21(14,8-9-22(15)3)18(13)19(16)27-20/h4-7,14-15,17,20H,8-10H2,1-3H3/t14-,15+,17-,20-,21-/m0/s1",-14.426667394269645,Zang
c1c2c3ccccc3c3ccccc3c2cc2ccccc21,InChI=1S/C22H14/c1-2-8-16-14-22-20-12-6-4-10-18(20)17-9-3-5-11-19(17)21(22)13-15(16)7-1/h1-14H,-8.211914049553501,Zang
c1c2c3ccccc3ccc2cc2c3ccccc3ccc21,InChI=1S/C22H14/c1-3-7-19-15(5-1)9-11-17-14-22-18(13-21(17)19)12-10-16-6-2-4-8-20(16)22/h1-14H,-7.138620099427189,Zang
CC1(C)[C@@H]([C@@H]1C=C(Br)Br)C(=O)O[C@H](C#N)c1cccc(c1)Oc1ccccc1,"InChI=1S/C22H19Br2NO3/c1-22(2)17(12-19(23)24)20(22)21(26)28-18(13-25)14-7-6-10-16(11-14)27-15-8-4-3-5-9-15/h3-12,17-18,20H,1-2H3/t17-,18+,20-/m0/s1",-5.027309246520093,Zang
CC1(C)C(C(=O)OC(C#N)c2cc(ccc2)Oc2ccccc2)C1(C)C,"InChI=1S/C22H23NO3/c1-21(2)19(22(21,3)4)20(24)26-18(14-23)15-9-8-12-17(13-15)25-16-10-6-5-7-11-16/h5-13,18-19H,1-4H3",-4.7743769031971794,Zang
CCCCC(COC(=O)c1ccccc1C(=O)OCC(CCCC)CC)CC,"InChI=1S/C24H38O4/c1-5-9-13-19(7-3)17-27-23(25)21-15-11-12-16-22(21)24(26)28-18-20(8-4)14-10-6-2/h11-12,15-16,19-20H,5-10,13-14,17-18H2,1-4H3",-5.650854894194997,Zang
CC(C)C(C(=O)OC(C#N)c1cc(ccc1)Oc1ccccc1)c1ccc(Cl)cc1,"InChI=1S/C25H22ClNO3/c1-17(2)24(18-11-13-20(26)14-12-18)25(28)30-23(16-27)19-7-6-10-22(15-19)29-21-8-4-3-5-9-21/h3-15,17,23-24H,1-2H3",-7.967971224086973,Zang
CC(C)[C@H](C(=O)OC(C#N)c1cccc(c1)Oc1ccccc1)c1ccc(cc1)OC(F)F,"InChI=1S/C26H23F2NO4/c1-17(2)24(18-11-13-21(14-12-18)32-26(27)28)25(30)33-23(16-29)19-7-6-10-22(15-19)31-20-8-4-3-5-9-20/h3-15,17,23-24,26H,1-2H3/t23?,24-/m0/s1",-7.428055333439676,Zang
FC(F)(Cl)C(F)(F)Cl,"InChI=1S/C2Cl2F4/c3-1(5,6)2(4,7)8",2.9338622490234045,Zang
FC(Cl)(Cl)C(F)(Cl)Cl,"InChI=1S/C2Cl4F2/c3-1(4,7)2(5,6)8",0.8488389256054427,Zang
BrC(Br)C(Br)Br,InChI=1S/C2H2Br4/c3-1(4)2(5)6/h1-2H,-4.40771353850936,Zang
C=C(F)F,InChI=1S/C2H2F2/c1-2(3)4/h1H2,1.2449225305505325,Zang
C=CBr,"InChI=1S/C2H3Br/c1-2-3/h2H,1H2",0.027251475457993685,Zang
C=CF,"InChI=1S/C2H3F/c1-2-3/h2H,1H2",0.41352833365066105,Zang
CN=C=S,InChI=1S/C2H3NS/c1-3-2-4/h1H3,-3.727779097008023,Zang
OC(=O)CS,"InChI=1S/C2H4O2S/c3-2(4)1-5/h5H,1H2,(H,3,4)",-8.671605303573333,Zang
OCCCl,"InChI=1S/C2H5ClO/c3-1-2-4/h4H,1-2H2",-6.138740545128048,Zang
OCCF,"InChI=1S/C2H5FO/c3-1-2-4/h4H,1-2H2",-5.630287966978109,Zang
NCCO,"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2",-8.004337909960542,Zang
COP(N)(=O)SC,"InChI=1S/C2H8NO2PS/c1-5-6(3,4)7-2/h1-2H3,(H2,3,4)",-13.036561042113666,Zang
N#CCC#N,InChI=1S/C3H2N2/c4-2-1-3-5/h1H2,-7.179617749044958,Zang
C=C(Cl)CCl,InChI=1S/C3H4Cl2/c1-3(5)2-4/h1-2H2,-1.0483579565404153,Zang
CC(Cl)(Cl)C(O)=O,"InChI=1S/C3H4Cl2O2/c1-3(4,5)2(6)7/h1H3,(H,6,7)",-7.675267074490344,Zang
C#CCO,"InChI=1S/C3H4O/c1-2-3-4/h1,4H,3H2",-5.893571876317469,Zang
OC(=O)CC(O)=O,"InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)",-10.839168745490856,Zang
ClCC(Br)CBr,"InChI=1S/C3H5Br2Cl/c4-1-3(5)2-6/h3H,1-2H2",-2.9034675505404564,Zang
ClCC1CO1,"InChI=1S/C3H5ClO/c4-1-3-2-5-3/h3H,1-2H2",-3.9583738505059727,Zang
[O-][N+](=O)OC(CO[N+]([O-])=O)CO[N+]([O-])=O,"InChI=1S/C3H5N3O9/c7-4(8)13-1-3(15-6(11)12)2-14-5(9)10/h3H,1-2H2",-7.4245140082235235,Zang
C=CC(N)=O,"InChI=1S/C3H5NO/c1-2-3(4)5/h2H,1H2,(H2,4,5)",-10.04918081265677,Zang
CC(Br)CBr,"InChI=1S/C3H6Br2/c1-3(5)2-4/h3H,2H2,1H3",-1.6803483028076835,Zang
ClCCCBr,InChI=1S/C3H6BrCl/c4-2-1-3-5/h1-3H2,-2.200923109582144,Zang
[O-][N+](=O)C(Br)(CO)CO,"InChI=1S/C3H6BrNO4/c4-3(1-6,2-7)5(8)9/h6-7H,1-2H2",-12.620319124399709,Zang
OC(CCl)CCl,"InChI=1S/C3H6Cl2O/c4-1-3(6)2-5/h3,6H,1-2H2",-5.828193564634648,Zang
[O-][N+](=O)N1CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O,InChI=1S/C3H6N6O6/c10-7(11)4-1-5(8(12)13)3-6(2-4)9(14)15/h1-3H2,-12.374605636325104,Zang
CC1CO1,"InChI=1S/C3H6O/c1-3-2-4-3/h3H,2H2,1H3",-3.4668106695407634,Zang
CC(O)C(O)=O,"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)",-8.722545904759528,Zang
C1OCOCO1,InChI=1S/C3H6O3/c1-4-2-6-3-5-1/h1-3H2,-4.513272270913914,Zang
OCCCBr,"InChI=1S/C3H7BrO/c4-2-1-3-5/h5H,1-3H2",-7.189015881349364,Zang
C=CCN,"InChI=1S/C3H7N/c1-2-3-4/h2H,1,3-4H2",-4.260884746855025,Zang
CCOC(N)=O,"InChI=1S/C3H7NO2/c1-2-6-3(4)5/h2H2,1H3,(H2,4,5)",-7.6023974979272,Zang
CC(O)CO,"InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3",-8.550246812512096,Zang
CCOS(C)(=O)=O,"InChI=1S/C3H8O3S/c1-3-6-7(2,4)5/h3H2,1-2H3",-7.296753890810012,Zang
OCC(S)CS,"InChI=1S/C3H8OS2/c4-1-3(6)2-5/h3-6H,1-2H2",-8.737664639336183,Zang
CC(C)N,"InChI=1S/C3H9N/c1-3(2)4/h3H,4H2,1-2H3",-3.7238291573438524,Zang
CP(=O)(OC)OC,"InChI=1S/C3H9O3P/c1-5-7(3,4)6-2/h1-3H3",-7.071607329952298,Zang
COP(=O)(NC(C)=O)SC,"InChI=1S/C4H10NO3PS/c1-4(6)5-9(7,8-2)10-3/h1-3H3,(H,5,6,7)",-14.558513656163333,Zang
CC(O)C(C)O,"InChI=1S/C4H10O2/c1-3(5)4(2)6/h3-6H,1-2H3",-8.160224321879266,Zang
CCOS(=O)(=O)OCC,"InChI=1S/C4H10O4S/c1-3-7-9(5,6)8-4-2/h3-4H2,1-2H3",-4.903090454322735,Zang
CCC(C)N,"InChI=1S/C4H11N/c1-3-4(2)5/h4H,3,5H2,1-2H3",-3.0024884517767294,Zang
CC(C)CN,"InChI=1S/C4H11N/c1-4(2)3-5/h4H,3,5H2,1-2H3",-4.44734913996707,Zang
CC(C)(C)N,"InChI=1S/C4H11N/c1-4(2,3)5/h5H2,1-3H3",-3.8608512022457644,Zang
OCCNCCO,"InChI=1S/C4H11NO2/c6-3-1-5-2-4-7/h5-7H,1-4H2",-11.985877091444332,Zang
N#CCCC#N,InChI=1S/C4H4N2/c5-3-1-2-4-6/h1-2H2,-8.965126682065996,Zang
c1ccco1,InChI=1S/C4H4O/c1-2-4-5-3-1/h1-4H,-0.896080972245845,Zang
CC=CC#N,"InChI=1S/C4H5N/c1-2-3-4-5/h2-3H,1H3",-3.1812572727844426,Zang
CC(=C)C#N,"InChI=1S/C4H5N/c1-4(2)3-5/h1H2,2H3",-2.7167307477963996,Zang
CC1=CC(=O)NO1,"InChI=1S/C4H5NO2/c1-3-2-4(6)5-7-3/h2H,1H3,(H,5,6)",-9.623404557822399,Zang
O=C1CCC(=O)N1,"InChI=1S/C4H5NO2/c6-3-1-2-4(7)5-3/h1-2H2,(H,5,6,7)",-11.836187998653875,Zang
C=CCN=C=S,"InChI=1S/C4H5NS/c1-2-3-5-4-6/h2H,1,3H2",-2.732394301637076,Zang
C=COC=C,"InChI=1S/C4H6O/c1-3-5-4-2/h3-4H,1-2H2",-0.24788225287387763,Zang
CC=CC(O)=O,"InChI=1S/C4H6O2/c1-2-3-4(5)6/h2-3H,1H3,(H,5,6)",-6.552939390601919,Zang
C1OC1C1CO1,"InChI=1S/C4H6O2/c1-3(5-1)4-2-6-4/h3-4H,1-2H2",-5.0981357508431495,Zang
COC(=O)C=C,"InChI=1S/C4H6O2/c1-3-4(5)6-2/h3H,1H2,2H3",-2.847759780794053,Zang
CC(=O)OC=C,"InChI=1S/C4H6O2/c1-3-6-4(2)5/h3H,1H2,2H3",-2.288366601457917,Zang
O=C1CCCO1,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,-7.737648880221036,Zang
CC(=O)OC(C)=O,InChI=1S/C4H6O3/c1-3(5)7-4(2)6/h1-2H3,-4.946267380996597,Zang
CC1COC(=O)O1,"InChI=1S/C4H6O3/c1-3-2-6-4(5)7-3/h3H,2H2,1H3",-7.967835019270968,Zang
OC(=O)CCC(O)=O,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",-14.759279554955995,Zang
OC(=O)C(O)CC(O)=O,"InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)",-17.197481966277195,Zang
COP(=O)(OC(Br)C(Cl)(Cl)Br)OC,"InChI=1S/C4H7Br2Cl2O4P/c1-10-13(9,11-2)12-3(5)4(6,7)8/h3H,1-2H3",-7.747455626973458,Zang
CC=CCCl,"InChI=1S/C4H7Cl/c1-2-3-4-5/h2-3H,4H2,1H3",-0.6446468818989959,Zang
O=C1CCCN1,"InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h1-3H2,(H,5,6)",-10.027115632463818,Zang
CCCC(Cl)Cl,"InChI=1S/C4H8Cl2/c1-2-3-4(5)6/h4H,2-3H2,1H3",-0.6954512782691882,Zang
CC(Cl)C(C)Cl,"InChI=1S/C4H8Cl2/c1-3(5)4(2)6/h3-4H,1-2H3",-0.7187423018061933,Zang
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,"InChI=1S/C4H8Cl3O4P/c1-10-12(9,11-2)3(8)4(5,6)7/h3,8H,1-2H3",-12.321077143634795,Zang
CCC1CO1,"InChI=1S/C4H8O/c1-2-4-3-5-4/h4H,2-3H2,1H3",-2.625745930704474,Zang
CCOC=C,"InChI=1S/C4H8O/c1-3-5-4-2/h3H,1,4H2,2H3",-0.9571007298164774,Zang
CCCC(N)=O,"InChI=1S/C4H9NO/c1-2-3-4(5)6/h2-3H2,1H3,(H2,5,6)",-9.464725947175552,Zang
CCCOC(N)=O,"InChI=1S/C4H9NO2/c1-2-3-7-4(5)6/h2-3H2,1H3,(H2,5,6)",-7.350146178684316,Zang
CCOC(=O)NC,"InChI=1S/C4H9NO2/c1-3-7-4(6)5-2/h3H2,1-2H3,(H,5,6)",-6.999010163021165,Zang
CCC(C)=C,"InChI=1S/C5H10/c1-4-5(2)3/h2,4H2,1,3H3",1.7001190256421723,Zang
CC(=NOC(=O)NC)SC,"InChI=1S/C5H10N2O2S/c1-4(10-3)7-9-5(8)6-2/h1-3H3,(H,6,8)",-12.380598648229363,Zang
CCCCOC=O,"InChI=1S/C5H10O2/c1-2-3-4-7-5-6/h5H,2-4H2,1H3",-2.2844166617937467,Zang
CCOC(=O)OCC,"InChI=1S/C5H10O3/c1-3-7-5(6)8-4-2/h3-4H2,1-2H3",-3.3202542875184395,Zang
CCCC(C)Cl,"InChI=1S/C5H11Cl/c1-3-4-5(2)6/h5H,3-4H2,1-2H3",0.06552502875564489,Zang
CCC(Cl)CC,"InChI=1S/C5H11Cl/c1-3-5(6)4-2/h5H,3-4H2,1-2H3",0.042097800402634306,Zang
CNC(=O)CSP(=S)(OC)OC,"InChI=1S/C5H12NO3PS2/c1-6-5(7)4-12-10(11,8-2)9-3/h4H2,1-3H3,(H,6,7)",-10.94282061047133,Zang
CCCCOC,"InChI=1S/C5H12O/c1-3-4-5-6-2/h3-5H2,1-2H3",-1.548229631281983,Zang
CCOCCC,"InChI=1S/C5H12O/c1-3-5-6-4-2/h3-5H2,1-2H3",-1.590044509795787,Zang
CC(C)C(C)O,"InChI=1S/C5H12O/c1-4(2)5(3)6/h4-6H,1-3H3",-4.23691269923799,Zang
CCC(C)OC,"InChI=1S/C5H12O/c1-4-5(2)6-3/h5H,4H2,1-3H3",-1.6627778815429253,Zang
COCC(C)C,"InChI=1S/C5H12O/c1-5(2)4-6-3/h5H,4H2,1-3H3",-1.423057405372582,Zang
CC(C)(C)CO,"InChI=1S/C5H12O/c1-5(2,3)4-6/h6H,4H2,1-3H3",-3.6284857861397386,Zang
CCOCOCC,"InChI=1S/C5H12O2/c1-3-6-5-7-4-2/h3-5H2,1-2H3",-3.4914637412378275,Zang
[Cl-].C[N+](C)(C)CCCl,"InChI=1S/C5H13ClN.ClH/c1-7(2,3)5-4-6;/h4-5H2,1-3H3;1H/q+1;/p-1",-16.607442703339736,Zang
Brc1cccc[n]1,InChI=1S/C5H4BrN/c6-5-3-1-2-4-7-5/h1-4H,-4.7693373250049635,Zang
O=Cc1ccco1,InChI=1S/C5H4O2/c6-4-5-2-1-3-7-5/h1-4H,-5.214863278160186,Zang
N#CCCCC#N,InChI=1S/C5H6N2/c6-4-2-1-3-5-7/h1-3H2,-10.05081527044884,Zang
CN1C=CC(=O)NC1=O,"InChI=1S/C5H6N2O2/c1-7-3-2-4(8)6-5(7)9/h2-3H,1H3,(H,6,8,9)",-9.210703965324594,Zang
Cc1ccco1,"InChI=1S/C5H6O/c1-5-3-2-4-6-5/h2-4H,1H3",-0.8693848283086927,Zang
OCc1ccco1,"InChI=1S/C5H6O2/c6-4-5-2-1-3-7-5/h1-3,6H,4H2",-7.481039006865963,Zang
Cc1c[s]cc1,"InChI=1S/C5H6S/c1-5-2-3-6-4-5/h2-4H,1H3",-0.7269145907665457,Zang
CCOC(=O)CC#N,"InChI=1S/C5H7NO2/c1-2-8-5(7)3-4-6/h2-3H2,1H3",-6.711209386800748,Zang
CCOC(=O)C=C,"InChI=1S/C5H8O2/c1-3-5(6)7-4-2/h3H,1,4H2,2H3",-2.5313559932124017,Zang
CC(=C)C(=O)OC,"InChI=1S/C5H8O2/c1-4(2)5(6)7-3/h1H2,2-3H3",-2.532854246188467,Zang
CC(=O)CC(C)=O,"InChI=1S/C5H8O2/c1-4(6)3-5(2)7/h3H2,1-2H3",-5.472426585227298,Zang
C=CC(=O)OCCO,"InChI=1S/C5H8O3/c1-2-5(7)8-4-3-6/h2,6H,1,3-4H2",-8.833689034620326,Zang
CC(=O)CC(=O)OC,"InChI=1S/C5H8O3/c1-4(6)3-5(7)8-2/h3H2,1-2H3",-6.745805410066241,Zang
OC(=O)CCCC(O)=O,"InChI=1S/C5H8O4/c6-4(7)2-1-3-5(8)9/h1-3H2,(H,6,7)(H,8,9)",-14.837461119343368,Zang
N[C@@H](CCC(O)=O)C(O)=O,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1",-14.71514919457009,Zang
Nc1[n]c(NC2CC2)[n]c(N)[n]1,"InChI=1S/C6H10N6/c7-4-10-5(8)12-6(11-4)9-3-1-2-3/h3H,1-2H2,(H5,7,8,9,10,11,12)",-15.750442001030759,Zang
CCC(C)(O)C#C,"InChI=1S/C6H10O/c1-4-6(3,7)5-2/h1,7H,5H2,2-3H3",-4.990397741382502,Zang
CC(C)=CC(C)=O,"InChI=1S/C6H10O/c1-5(2)4-6(3)7/h4H,1-3H3",-3.8461410821171294,Zang
CC(=C)C(=O)OCC,"InChI=1S/C6H10O2/c1-4-8-6(7)5(2)3/h2,4H2,1,3H3",-2.220672807902997,Zang
CC(=O)CC(=O)OCC,"InChI=1S/C6H10O3/c1-3-9-6(8)4-5(2)7/h3-4H2,1-2H3",-5.862244768636119,Zang
CC(=C)C(=O)OCCO,"InChI=1S/C6H10O3/c1-5(2)6(8)9-4-3-7/h7H,1,3-4H2,2H3",-6.8847343223922355,Zang
OC(=O)CCCCC(O)=O,"InChI=1S/C6H10O4/c7-5(8)3-1-2-4-6(9)10/h1-4H2,(H,7,8)(H,9,10)",-13.744008856448188,Zang
C=CCNCC=C,"InChI=1S/C6H11N/c1-3-5-7-6-4-2/h3-4,7H,1-2,5-6H2",-3.9645030672262376,Zang
COC1=NN(CSP(=S)(OC)OC)C(=O)S1,"InChI=1S/C6H11N2O4PS3/c1-10-5-7-8(6(9)16-5)4-15-13(14,11-2)12-3/h4H2,1-3H3",-8.897569093327084,Zang
O=C1CCCCCN1,"InChI=1S/C6H11NO/c8-6-4-2-1-3-5-7-6/h1-5H2,(H,7,8)",-10.758807904047387,Zang
CC(C)CC=C,"InChI=1S/C6H12/c1-4-5-6(2)3/h4,6H,1,5H2,2-3H3",1.9190001649636168,Zang
CC(CCl)OC(C)CCl,"InChI=1S/C6H12Cl2O/c1-5(3-7)9-6(2)4-8/h5-6H,3-4H2,1-2H3",-3.429490549955153,Zang
ClCCOCCOCCCl,InChI=1S/C6H12Cl2O2/c7-1-3-9-5-6-10-4-2-8/h1-6H2,-6.122259762391336,Zang
C1CN2CCN1CC2,InChI=1S/C6H12N2/c1-2-8-5-3-7(1)4-6-8/h1-6H2,-6.8125457699091205,Zang
CN(C)NC(=O)CCC(O)=O,"InChI=1S/C6H12N2O3/c1-8(2)7-5(9)3-4-6(10)11/h3-4H2,1-2H3,(H,7,9)(H,10,11)",-10.5737055590954,Zang
CCC(=O)CCC,"InChI=1S/C6H12O/c1-3-5-6(7)4-2/h3-5H2,1-2H3",-3.12139525614986,Zang
CCCCOC=C,"InChI=1S/C6H12O/c1-3-5-6-7-4-2/h4H,2-3,5-6H2,1H3",-1.435588248445123,Zang
CCC(C)C(C)=O,"InChI=1S/C6H12O/c1-4-5(2)6(3)7/h5H,4H2,1-3H3",-3.43684561001947,Zang
CCC(=O)C(C)C,"InChI=1S/C6H12O/c1-4-6(7)5(2)3/h5H,4H2,1-3H3",-2.9981298976645414,Zang
CCC(CC)C(O)=O,"InChI=1S/C6H12O2/c1-3-5(4-2)6(7)8/h5H,3-4H2,1-2H3,(H,7,8)",-5.700024832773119,Zang
CCC(C)OC(C)=O,"InChI=1S/C6H12O2/c1-4-5(2)8-6(3)7/h5H,4H2,1-3H3",-2.404957923958948,Zang
CCC(=O)OC(C)C,"InChI=1S/C6H12O2/c1-4-6(7)8-5(2)3/h5H,4H2,1-3H3",-2.2150884104467554,Zang
CC(=O)OC(C)(C)C,"InChI=1S/C6H12O2/c1-5(7)8-6(2,3)4/h1-4H3",-1.9790454643085713,Zang
CC1OC(C)OC(C)O1,"InChI=1S/C6H12O3/c1-4-7-5(2)9-6(3)8-4/h4-6H,1-3H3",-4.296570408648565,Zang
COCC(C)OC(C)=O,"InChI=1S/C6H12O3/c1-5(4-8-3)9-6(2)7/h5H,4H2,1-3H3",-5.246190385841538,Zang
CCCCC(C)O,"InChI=1S/C6H14O/c1-3-4-5-6(2)7/h6-7H,3-5H2,1-2H3",-4.086406377551497,Zang
CCCC(C)CO,"InChI=1S/C6H14O/c1-3-4-6(2)5-7/h6-7H,3-5H2,1-2H3",-3.752159759073075,Zang
CCC(CO)CC,"InChI=1S/C6H14O/c1-3-6(4-2)5-7/h6-7H,3-5H2,1-2H3",-3.6467372314845257,Zang
CC(O)(CC)CC,"InChI=1S/C6H14O/c1-4-6(3,7)5-2/h7H,4-5H2,1-3H3",-4.282268902967948,Zang
CC(C)C(C)(C)O,"InChI=1S/C6H14O/c1-5(2)6(3,4)7/h5,7H,1-4H3",-4.56693696842023,Zang
CC(C)(C)CCO,"InChI=1S/C6H14O/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3",-4.604393292821847,Zang
CCOCCOCCO,"InChI=1S/C6H14O3/c1-2-8-5-6-9-4-3-7/h7H,2-6H2,1H3",-8.227713808210181,Zang
COCCOCCOC,"InChI=1S/C6H14O3/c1-7-3-5-9-6-4-8-2/h3-6H2,1-2H3",-6.360481985585615,Zang
CC(O)CNCC(C)O,"InChI=1S/C6H15NO2/c1-5(8)3-7-4-6(2)9/h5-9H,3-4H2,1-2H3",-12.242350759983399,Zang
NCCCCCCN,InChI=1S/C6H16N2/c7-5-3-1-2-4-6-8/h1-8H2,-8.352341214855556,Zang
CN(C)P(=O)(N(C)C)N(C)C,"InChI=1S/C6H18N3OP/c1-7(2)11(10,8(3)4)9(5)6/h1-6H3",-8.65349006304455,Zang
NCCNCCNCCN,"InChI=1S/C6H18N4/c7-1-3-9-5-6-10-4-2-8/h9-10H,1-8H2",-11.562552523298065,Zang
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,"InChI=1S/C6H2Cl4O/c7-2-1-3(8)6(11)5(10)4(2)9/h1,11H",-4.6876144354014375,Zang
Fc1cc(F)c(F)cc1F,InChI=1S/C6H2F4/c7-3-1-4(8)6(10)2-5(3)9/h1-2H,-0.19054002533540365,Zang
Fc1cc(F)c(F)c(F)c1,InChI=1S/C6H2F4/c7-3-1-4(8)6(10)5(9)2-3/h1-2H,-0.13360641224494663,Zang
Brc1cc(Br)cc(Br)c1,InChI=1S/C6H3Br3/c7-4-1-5(8)3-6(9)2-4/h1-3H,-2.033527390710923,Zang
OC(=O)c1[n]c(Cl)ccc1Cl,"InChI=1S/C6H3Cl2NO2/c7-3-1-2-4(8)9-5(3)6(10)11/h1-2H,(H,10,11)",-9.407519924453085,Zang
Oc1c(Cl)cc(Cl)cc1Cl,"InChI=1S/C6H3Cl3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",-5.412768875816725,Zang
Oc1cc(Cl)c(Cl)cc1Cl,"InChI=1S/C6H3Cl3O/c7-3-1-5(9)6(10)2-4(3)8/h1-2,10H",-5.690626700468712,Zang
Clc1cccc([n]1)C(Cl)(Cl)Cl,"InChI=1S/C6H3Cl4N/c7-5-3-1-2-4(11-5)6(8,9)10/h1-3H",-3.8503634314133115,Zang
[O-][N+](=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,InChI=1S/C6H3N3O6/c10-7(11)4-1-5(8(12)13)3-6(2-4)9(14)15/h1-3H,-8.955592344945586,Zang
[O-][N+](=O)c1cc(c(O)c(c1)[N+]([O-])=O)[N+]([O-])=O,"InChI=1S/C6H3N3O7/c10-6-4(8(13)14)1-3(7(11)12)2-5(6)9(15)16/h1-2,10H",-12.446385574360201,Zang
Brc1cc(Br)ccc1,InChI=1S/C6H4Br2/c7-5-2-1-3-6(8)4-5/h1-4H,-1.766565951339403,Zang
Clc1ccc(Br)cc1,InChI=1S/C6H4BrCl/c7-5-1-3-6(8)4-2-5/h1-4H,-1.671903604215319,Zang
Nc1c(Cl)cc(cc1Cl)[N+]([O-])=O,"InChI=1S/C6H4Cl2N2O2/c7-4-1-3(10(11)12)2-5(8)6(4)9/h1-2H,9H2",-7.789406710303268,Zang
Oc1cc(Cl)ccc1Cl,"InChI=1S/C6H4Cl2O/c7-4-1-2-5(8)6(9)3-4/h1-3,9H",-4.914804068499239,Zang
Oc1ccc(Cl)cc1Cl,"InChI=1S/C6H4Cl2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H",-5.115706172107907,Zang
Oc1cc(Cl)cc(Cl)c1,"InChI=1S/C6H4Cl2O/c7-4-1-5(8)3-6(9)2-4/h1-3,9H",-6.517117523992373,Zang
Oc1c(Cl)cccc1Cl,"InChI=1S/C6H4Cl2O/c7-4-2-1-3-5(8)6(4)9/h1-3,9H",-5.199744543583534,Zang
Oc1cccc(Cl)c1Cl,"InChI=1S/C6H4Cl2O/c7-4-2-1-3-5(9)6(4)8/h1-3,9H",-5.24346628952142,Zang
Clc1ccc(I)cc1,InChI=1S/C6H4ClI/c7-5-1-3-6(8)4-2-5/h1-4H,-1.9381840195068085,Zang
Fc1ccc(F)cc1,InChI=1S/C6H4F2/c7-5-1-2-6(8)4-3-5/h1-4H,-0.6680741102520069,Zang
Fc1cc(F)ccc1,InChI=1S/C6H4F2/c7-5-2-1-3-6(8)4-5/h1-4H,-0.4784770063718271,Zang
Fc1ccccc1F,InChI=1S/C6H4F2/c7-5-3-1-2-4-6(5)8/h1-4H,-0.7376747712310101,Zang
[O-][N+](=O)c1ccccc1[N+]([O-])=O,InChI=1S/C6H4N2O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,-7.503649006322938,Zang
[O-][N+](=O)c1ccc(cc1O)[N+]([O-])=O,"InChI=1S/C6H4N2O5/c9-6-3-4(7(10)11)1-2-5(6)8(12)13/h1-3,9H",-7.494931898098564,Zang
Nc1cc(Cl)c(Cl)cc1,"InChI=1S/C6H5Cl2N/c7-5-2-1-4(9)3-6(5)8/h1-3H,9H2",-4.389053478716555,Zang
Oc1ccc(O)cc1,"InChI=1S/C6H6O2/c7-5-1-2-6(8)4-3-5/h1-4,7-8H",-11.85648251623875,Zang
Oc1cc(O)ccc1,"InChI=1S/C6H6O2/c7-5-2-1-3-6(8)4-5/h1-4,7-8H",-11.432749333644466,Zang
Oc1ccccc1O,"InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H",-9.980533585389807,Zang
Oc1c(O)cccc1O,"InChI=1S/C6H6O3/c7-4-2-1-3-5(8)6(4)9/h1-3,7-9H",-11.158977653472656,Zang
Nc1ccc(O)cc1,"InChI=1S/C6H7NO/c7-5-1-3-6(8)4-2-5/h1-4,8H,7H2",-10.66891272548351,Zang
C1C=CCC=C1,"InChI=1S/C6H8/c1-2-4-6-5-3-1/h1-2,5-6H,3-4H2",-0.5264211016058951,Zang
Nc1ccccc1N,"InChI=1S/C6H8N2/c7-5-3-1-2-4-6(5)8/h1-4H,7-8H2",-8.89035023807877,Zang
N#CCCCCC#N,InChI=1S/C6H8N2/c7-5-3-1-2-4-6-8/h1-4H2,-9.951385754764551,Zang
