FileHandle,Smiles,SoluteName,Formula,Subset,Charge,Level1,Level2,Level3,Solvent,DeltaGsolv,type,eps,n,alpha,beta,gamma,phi**2,psi**2,beta**2,H,C,HC,CC,CC2,N,HN,HN2,CN,NC,NC2,NC3,O,HO,HO2,OC,CO2,ON,OO,F,Cl,Br,I,FC,ClC,BrC,IC,Si,OSi,P,HP,OP,S,HS,OS,SP,SS,TotalArea
test3004,O=C(Nc1ccccc1O)C,N-(2-hydroxyphenyl)acetamide,H9C8N1O2,[g],0,4,3,0,octanol,-12.59,abs,9.8629,1.4295,0.37,0.48,39.01,0,0,0.2304,101.05,73.662,55.302,85.97,0,5.086,5.022,0,6.592,15.983,2.495,0,35.419,8.615,0,15.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.217
test3004,O=C(Nc1ccccc1O)C,N-(2-hydroxyphenyl)acetamide,H9C8N1O2,[f],0,4,3,0,water,-11.61,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,101.05,73.662,55.302,85.97,0,5.086,5.022,0,6.592,15.983,2.495,0,35.419,8.615,0,15.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.217
test3005,CCOc1ccc(NC(=O)C)cc1,phenacetin,H13C10N1O2,[g],0,4,3,0,octanol,-13.07,abs,9.8629,1.4295,0.37,0.48,39.01,0,0,0.2304,145.659,83.927,92.089,90.315,0,5.151,6.455,0,6.536,16.176,2.529,0,31.244,0,0,15.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.981
test3005,CCOc1ccc(NC(=O)C)cc1,phenacetin,H13C10N1O2,[f],0,4,3,0,water,-10.91,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,145.659,83.927,92.089,90.315,0,5.151,6.455,0,6.536,16.176,2.529,0,31.244,0,0,15.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.981
test3007,C(=O)(c1c(cccc1)OC)O,2-methoxybenzoicacid,H8C8O3,[g],0,2,9,0,octanol,-12.49,abs,9.8629,1.4295,0.37,0.48,39.01,0,0,0.2304,92.245,71.444,53.79,80.439,0,0,0,0,0,0,0,0,45.179,9.004,0,21.681,8.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.868
test3007,C(=O)(c1c(cccc1)OC)O,2-methoxybenzoicacid,H8C8O3,[f],0,2,9,0,water,-10.32,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,92.245,71.444,53.79,80.439,0,0,0,0,0,0,0,0,45.179,9.004,0,21.681,8.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.868
test3014,C(=O)(c1ccc(cc1)OC)O,4-methoxybenzoicacid,H8C8O3,[g],0,2,9,0,octanol,-11.82,abs,9.8629,1.4295,0.37,0.48,39.01,0,0,0.2304,90.269,70.355,52.36,78.931,0,0,0,0,0,0,0,0,50.778,9.103,0,22.937,8.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.402
test3014,C(=O)(c1ccc(cc1)OC)O,4-methoxybenzoicacid,H8C8O3,[f],0,2,9,0,water,-9.15,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,90.269,70.355,52.36,78.931,0,0,0,0,0,0,0,0,50.778,9.103,0,22.937,8.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.402
test3015,C(=O)(c1cc(ccc1)OC)O,3-methoxybenzoicacid,H8C8O3,[g],0,2,9,0,octanol,-11.69,abs,9.8629,1.4295,0.37,0.48,39.01,0,0,0.2304,90.413,70.272,52.43,78.799,0,0,0,0,0,0,0,0,50.752,9.132,0,22.857,8.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.437
test3015,C(=O)(c1cc(ccc1)OC)O,3-methoxybenzoicacid,H8C8O3,[f],0,2,9,0,water,-8.93,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,90.413,70.272,52.43,78.799,0,0,0,0,0,0,0,0,50.752,9.132,0,22.857,8.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.437
test3019,Cc1c(cccc1Cl)Nc1ccccc1C(=O)O,tolfenamicacid,H12C14N1O2CL1,[g],0,9,1,0,octanol,-13.76,abs,9.8629,1.4295,0.37,0.48,39.01,0,0,0.2304,125.257,113.777,74.296,147.89,0,3.318,1.916,0,5.073,10.203,0,0,34.634,9.016,0,16.968,8.303,0,0,0,35.536,0,0,0,22.527,0,0,0,0,0,0,0,0,0,0,0,0,312.522
test3019,Cc1c(cccc1Cl)Nc1ccccc1C(=O)O,tolfenamicacid,H12C14N1O2CL1,[f],0,9,1,0,water,-6.71,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,125.257,113.777,74.296,147.89,0,3.318,1.916,0,5.073,10.203,0,0,34.634,9.016,0,16.968,8.303,0,0,0,35.536,0,0,0,22.527,0,0,0,0,0,0,0,0,0,0,0,0,312.522
test3020,OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,diclofenacacid,H11C14N1O2CL2,[g],0,9,3,0,octanol,-12.45,abs,9.8629,1.4295,0.37,0.48,39.01,0,0,0.2304,110.69,104.225,69.322,136.684,0,1.049,3.94,0,3.154,3.192,0,0,42.897,1.828,0,22.604,7.48,0,0,0,65.855,0,0,0,42.045,0,0,0,0,0,0,0,0,0,0,0,0,324.716
test3020,OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,diclofenacacid,H11C14N1O2CL2,[f],0,9,3,0,water,-6.3,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,110.69,104.225,69.322,136.684,0,1.049,3.94,0,3.154,3.192,0,0,42.897,1.828,0,22.604,7.48,0,0,0,65.855,0,0,0,42.045,0,0,0,0,0,0,0,0,0,0,0,0,324.716
test3021,OC(=O)c1ccccc1Nc1cc(ccc1)C(F)(F)F,flufenamicacid,H10C14N1O2F3,[g],0,9,3,0,octanol,-12.84,abs,9.8629,1.4295,0.37,0.48,39.01,0,0,0.2304,104.28,105.181,60.344,140.353,0,2.008,7.398,0,3.331,6.098,0,0,41.37,3.224,0,21.704,7.543,0,0,64.979,0,0,0,44.717,0,0,0,0,0,0,0,0,0,0,0,0,0,317.817
test3021,OC(=O)c1ccccc1Nc1cc(ccc1)C(F)(F)F,flufenamicacid,H10C14N1O2F3,[f],0,9,3,0,water,-5.68,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,104.28,105.181,60.344,140.353,0,2.008,7.398,0,3.331,6.098,0,0,41.37,3.224,0,21.704,7.543,0,0,64.979,0,0,0,44.717,0,0,0,0,0,0,0,0,0,0,0,0,0,317.817
test4009,CC(C)I,2-iodopropane,H7C3I1,[g],0,15,0,0,octanol,-4.4,abs,9.8629,1.4295,0.37,0.48,39.01,0,0,0.2304,83.368,17.246,56.189,11.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.773,0,0,0,33.63,0,0,0,0,0,0,0,0,0,0,151.386
test4009,CC(C)I,2-iodopropane,H7C3I1,[e],0,15,0,0,water,-0.46,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,83.368,17.246,56.189,11.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.773,0,0,0,33.63,0,0,0,0,0,0,0,0,0,0,151.386
0516pen,CCCCCCCCCCCCCCC,n-pentadecane,H32C15,[g],0,2,1,1,pentadecane,-9.91,abs,2.0333,1.4315,0,0,38.34,0,0,0,359.547,54.873,241.824,56.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414.42
0505per,c1(c(c(c(c(c1F)F)F)F)F)F,perfluorobenzene,C6F6,[g],0,5,2,0,perfluorobenzene,-4.42,abs,2.029,1.3777,0,0,31.74,0.25,0.25,0,0,43.463,0,58.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.833,0,0,0,94.818,0,0,0,0,0,0,0,0,0,0,0,0,0,180.295
0509sec,CC[C@H](O)C,secbutanol,H10C4O1,[g],0,2,2,1,secbutanol,-5.48,abs,15.9436,1.3978,0.33,0.56,32.44,0,0,0.3136,118.498,21.728,71.371,16.081,0,0,0,0,0,0,0,0,15.052,8.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.279
0530tbu,c1cccc(c1)C(C)(C)C,tbutylbenzene,H14C10,[g],0,2,1,6,tbutylbenzene,-6.43,abs,2.3447,1.4927,0,0.16,39.78,0.36,0,0.0256,150.263,72.568,101.396,85.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.831
0534tet,C1c2c(CCC1)cccc2,tetralin,H12C10,[g],0,2,1,6,tetralin,-7.55,abs,2.771,1.5413,0,0.19,47.74,0.36,0,0.0361,144.709,67.137,97.557,94.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.846
0510tri,N(CC)(CC)CC,triethylamine,H15C6N1,[g],0,3,1,0,triethylamine,-4.44,abs,2.3832,1.401,0,0.79,29.1,0,0,0.6241,154.429,33.668,103.954,20.541,0,3.367,0,0,4.419,45.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.464
0532tri,c1(c(cc(cc1)C)C)C,trimethylbenzene,H12C9,[g],0,2,1,6,trimethylbenzene,-6.47,abs,2.3653,1.5048,0,0.19,42.03,0.444889,0,0.0361,135.929,72.72,91.656,89.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.649
0520und,CCCCCCCCCCCC,n-undecane,H26C12,[g],0,2,1,1,undecane,-7.22,abs,1.991,1.4398,0,0,34.85,0,0,0,294.492,46.812,198.092,46.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.304
0020cis,[C@@H]1([C@H](CCCC1)C)C,"cis-1,2-dimethylcyclohexane",H16C8,[a],0,2,1,3,water,1.58,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,173.123,29.346,116.507,28.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.47
0026cyc,C1CC=CC1,cyclopentene,H8C5,[a],0,2,1,4,water,0.56,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,101.683,39.462,68.563,50.376,0.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.145
0105aze,N1CCC1,azetidine,H7C3N1,[a],0,3,1,0,water,-5.56,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,91.38,22.427,52.224,18.048,0,10.178,9.7,0,6.132,79.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.985
0108pyr,N1CCCC1,pyrrolidine,H9C4N1,[a],0,3,1,0,water,-5.48,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,112.492,21.245,67.367,19.323,0,9.565,8.754,0,4.324,75.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.302
0112Nme,N1(CCNCC1)C,N-methylpiperazine,H12C5N2,[a],0,3,1,0,water,-7.77,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,141.129,23.989,85.984,9.564,0,12.545,9.205,0,10.019,130.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.663
0114NNd,C1CN(CCN1C)C,"N,N'-dimethylpiperazine",H14C6N2,[a],0,3,1,0,water,-7.58,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,158.288,30.044,106.338,8.052,0,10.293,0,0,12.589,143.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.625
0136met,SC,methanethiol,H4C1S1,[a],0,10,1,0,water,-1.24,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,51.937,10.673,25.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.378,10.742,0,0,0,97.988
0147met,C(CN)OC,2-methoxyethanamine,H9C3N1O1,[a],0,4,3,0,water,-6.55,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,110.262,18.303,56.303,4.795,0,11.716,18.552,0,1.746,38.316,0,0,12.828,0,0,0.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.109
0148but,C=CC#C,butenyne,H4C4,[a],0,2,9,0,water,0.04,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,50.887,70.239,34.518,67.433,25.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.126
0153flu,FC,fluoromethane,H3C1F1,[a],0,5,1,0,water,-0.22,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,39.044,13.237,26.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.16,0,0,0,17.652,0,0,0,0,0,0,0,0,0,0,0,0,0,78.441
0160chl,ClC,chloromethane,H3C1CL1,[a],0,6,1,0,water,-0.56,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,38.211,11.586,25.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.445,0,0,0,25.559,0,0,0,0,0,0,0,0,0,0,0,0,91.242
0169chl,C(=C)Cl,chloroethene,H3C2CL1,[a],0,6,2,0,water,-0.59,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,38.111,28.662,25.812,19.905,1.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.454,0,0,0,25.844,0,0,0,0,0,0,0,0,0,0,0,0,107.226
0198chl,C(Cl)F,chlorofluoromethane,H2C1F1CL1,[a],0,8,0,0,water,-0.77,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,25.436,7.6,17.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.874,40.601,0,0,16.984,25.214,0,0,0,0,0,0,0,0,0,0,0,0,98.511
0202bro,C(CCl)Br,1-bromo-2-chloroethane,H4C2CL1BR1,[a],0,8,0,0,water,-1.95,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,48.324,8.259,32.648,5.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.405,45.136,0,0,24.104,28.519,0,0,0,0,0,0,0,0,0,0,0,141.124
0205chl,C(C(F)(F)F)Cl,"1-chloro-2,2,2-trifluoroethane",H2C2F3CL1,[a],0,8,0,0,water,0.06,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,24.354,4.917,16.447,3.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.538,38.064,0,0,46.572,23.719,0,0,0,0,0,0,0,0,0,0,0,0,134.873
0209chl,O([C@@H](C(F)(F)F)Cl)C(F)F,"1-chloro-2,2,2-trifluoroethyldifluoromethylether",H2C3O1F5CL1,[a],0,9,1,0,water,0.11,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,21.882,5.46,14.769,0.574,0,0,0,0,0,0,0,0,9.656,0,0,2.703,0,0,0,107.491,35.255,0,0,74.063,21.903,0,0,0,0,0,0,0,0,0,0,0,0,179.744
0213bis,S(CCCl)CCCl,bis(2-chloroethyl)sulfide,H8C4S1CL2,[a],0,10,6,0,water,-3.92,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,92.977,13.854,62.731,8.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.786,0,0,0,48.304,0,0,0,0,0,0,0,25.246,0.004,0,0,0,210.862
0218pho,P,phosphine,H3P1,[a],0,11,1,0,water,0.6,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,45.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.35,33.742,0,0,0,0,0,0,77.513
0227Nme,O1CCN(CC1)C,N-methylmorpholine,H11C5N1O1,[a],0,4,3,0,water,-6.34,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,127.953,25.35,86.007,10.394,0,5.152,0,0,6.369,71.916,0,0,14.105,0,0,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.561
0234ENmb,C(=O)(NC)C,E-N-methylacetamide,H7C3N1O1,[a],0,4,1,1,water,-10,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,82.196,26.531,46.603,10.553,0,5.475,9.161,0,7.784,31.908,2.693,0,25.081,0,0,15.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.282
0235ZNmb,C(=O)(NC)C,Z-N-methylacetamide,H7C3N1O1,[a],0,4,1,1,water,-10,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,85.344,27.729,49.551,10.94,0,5.564,8.338,0,7.744,32.467,2.743,0,23.153,0,0,14.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.79
0238met,C(CC(=O)OC)CCCCC,methyloctanoate,H18C9O2,[a],0,2,6,0,water,-2.04,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,206.556,43.473,139.044,30.816,0,0,0,0,0,0,0,0,32.407,0,0,16.94,7.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.436
0405hex,C(C(F)(F)F)(F)(F)F,hexafluoroethane,C2F6,[a],0,5,1,0,water,3.94,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,0,1.579,0,0.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.851,0,0,0,92.044,0,0,0,0,0,0,0,0,0,0,0,0,0,134.43
0406oct,C(C(F)(F)F)(F)(F)C(F)(F)F,octafluoropropane,C3F8,[a],0,5,1,0,water,4.28,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,0,1.464,0,0.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.377,0,0,0,113.013,0,0,0,0,0,0,0,0,0,0,0,0,0,164.841
0407tet,C(C(Cl)(Cl)Cl)Cl,"1,1,1,2-tetrachloroethane",H2C2CL4,[a],0,6,1,0,water,-1.15,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,22.643,3.262,15.288,2.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.871,0,0,0,87.458,0,0,0,0,0,0,0,0,0,0,0,0,166.776
0408hex,C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl,hexachloroethane,C2CL6,[a],0,6,1,0,water,-1.4,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,0,0.165,0,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.581,0,0,0,120.567,0,0,0,0,0,0,0,0,0,0,0,0,193.745
0409clb,C([C@H](C)Cl)C,2-chlorobutane,H9C4CL1,[a],0,6,1,0,water,0.07,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,103.278,20.493,69.599,15.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.223,0,0,0,21.173,0,0,0,0,0,0,0,0,0,0,0,0,158.993
0410clp,C(CCC)CCl,1-chloropentane,H11C5CL1,[a],0,6,1,0,water,0.07,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,128.316,22.157,86.41,19.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.477,0,0,0,24.118,0,0,0,0,0,0,0,0,0,0,0,0,189.95
0411chp,CCC[C@H](Cl)C,2-chloropentane,H11C5CL1,[a],0,6,1,0,water,0.07,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,126.523,24.018,85.21,19.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.996,0,0,0,21.072,0,0,0,0,0,0,0,0,0,0,0,0,185.536
0412clt,c1(ccccc1)CCl,chlorotoluene,H7C7CL1,[a],0,6,3,0,water,-1.92,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,84.859,61.407,57.387,81.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.63,0,0,0,24.006,0,0,0,0,0,0,0,0,0,0,0,0,185.895
0413clt,c1(c(cccc1)Cl)C,o-chlorotoluene,H7C7CL1,[a],0,6,3,0,water,-1.15,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,83.613,62.417,56.498,81.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.575,0,0,0,22.58,0,0,0,0,0,0,0,0,0,0,0,0,181.605
0424clp,C(C(F)(F)F)(Cl)(F)F,chloropentaflouroethane,C2F5CL1,[a],0,8,0,0,water,2.86,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,0,1.15,0,0.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.841,36.333,0,0,74.628,22.85,0,0,0,0,0,0,0,0,0,0,0,0,145.325
0427dcl,C(=S)(c1c(Cl)cccc1Cl)N,"2,6-dichlorothiobenzamide",H5C7N1S1CL2,[a],0,10,6,0,water,-10.81,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,63.69,47.584,25.049,64.63,0,8.921,18.71,0,0.68,11.628,0,0,0,0,0,0,0,0,0,0,71.266,0,0,0,45.523,0,0,0,0,0,0,0,39.396,0,0,0,0,230.857
0440pho,COP(=O)(OC1=C([C@@H]2[C@H]1C=CC2)Cl)OC,dimethyl5-(4-chloro)bicyclo[3.2.0]heptylphosphate,H12C9O4P1CL1,[a],0,11,3,0,water,-7.28,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,140.974,61.865,95.129,55.237,0.154,0,0,0,0,0,0,0,49.66,0,0,2.264,0,0,0,0,40.145,0,0,0,25.984,0,0,0,0,2.294,0,35.164,0,0,0,0,0,294.939
c000,O.O,waterdimer,H4O2,[a],0,1,4,0,water,-11.27,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,50.269,0,0,0,0,0,0,0,0,0,0,0,44.005,35.893,25.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.274
n006,N(N)(C)C,"1,1-dimethylhydrazine",H8C2N2,[a],0,3,5,0,water,-4.48,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,96.337,17.367,47.712,0,0,17.117,17.729,11.763,7.275,55.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.821
n013,c1ccccc1NCC,N-ethylaniline,H11C8N1,[a],0,3,2,0,water,-4.62,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,127.151,71.47,77.915,85.845,0,4.965,8.246,0,4.773,27.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.586
n014,c1ccccc1N(C)C,"N,N-dimethylaniline",H11C8N1,[a],0,3,2,0,water,-3.58,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,122.161,74.227,82.461,76.825,0,3.181,0,0,9.895,36.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.569
n015,c1ccc(cc1N)N,"3,aminoaniline",H8C6N2,[a],0,3,6,0,water,-9.92,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,98.72,54.585,32.011,73.155,0,21.899,36.013,0,5.897,27.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.203
n016,C(CN)N,"1,2-ethanediamine",H8C2N2,[a],0,3,6,0,water,-9.72,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,101.369,8.413,32.517,5.151,0,23.616,37.072,0,3.493,76.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.399
n018,OOC,methylperoxide,H4C1O2,[a],0,2,8,0,water,-5.28,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,52.003,10.744,25.681,0,0,0,0,0,0,0,0,0,36.141,9.898,0,0.152,0,0,23.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.888
n019,OOCC,ethylperoxide,H6C2O2,[a],0,2,8,0,water,-5.32,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,76.48,13.911,42.183,8.623,0,0,0,0,0,0,0,0,34.252,9.884,0,0.012,0,0,22.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.643
test0001,CC(=O)OCC(COC(=O)C)OC(=O)C,"1,3-diacetyloxypropan-2-ylacetate(glyceroltriacetate)",H14C9O6,[b],0,2,6,0,water,-8.84,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,157.474,53.838,106.21,34.154,0,0,0,0,0,0,0,0,83.275,0,0,44.46,16.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.587
test0004,c1c(cccc1C(F)(F)F)C(F)(F)F,m-bis(trifluoromethyl)benzene,H4C8F6,[b],0,5,2,0,water,1.07,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,43.016,50.516,29.121,71.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.001,0,0,0,89.508,0,0,0,0,0,0,0,0,0,0,0,0,0,223.534
test0005,c1c(ccc(c1)C(=O)N(C)C)OC,"N,N-dimethyl-p-methoxybenzamide",H13C10N1O2,[b],0,4,1,1,water,-11.01,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,143.825,80.723,97.039,70.751,0,2.488,0,0,10.031,28.496,1.218,0,32.895,0,0,16.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.932
test0006,c1c(ccc(c1)C(=O)N(C)C)C,"N,N,4-trimethylbenzamide",H13C10N1O1,[b],0,4,1,1,water,-9.76,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,147.488,79.701,99.502,79.305,0,2.49,0,0,9.953,28.521,1.221,0,20.568,0,0,12.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.247
test0007,ClCCOCCCl,bis(2-chloroethyl)ether,H8C4O1CL2,[b],0,9,1,0,water,-4.23,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,94.232,15.585,63.481,9.666,0,0,0,0,0,0,0,0,11.005,0,0,0.308,0,0,0,0,78.569,0,0,0,48.357,0,0,0,0,0,0,0,0,0,0,0,0,199.39
test0008,O=C(C)OC(C)OC(=O)C,"1,1-diacetoxyethane",H10C6O4,[b],0,2,6,0,water,-4.97,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,117.991,43.463,79.606,27.196,0,0,0,0,0,0,0,0,61.117,0,0,32.82,14.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.571
