FileHandle,SoluteName,SMILES,Sol,Mol,InChI,RB,MW
test1022,"O,O-diethylO-3,5,6-trichloro-2-pyridylphosphorothioate(chlorpyrifos)",c1(Cl)c(Cl)nc(OP(OCC)(OCC)[S])c(Cl)c1,-5.0,<rdkit.Chem.rdchem.Mol object at 0x1a18df9210>,"InChI=1S/C9H12Cl3NO3PS/c1-3-14-17(18,15-4-2)16-9-7(11)5-6(10)8(12)13-9/h5,17H,3-4H2,1-2H3",6,349.934108914
test1023,"S-(RS)-2-chloro-1-phthalimidoethylO,O-diethylphosphorodithioate(dialifor)",c12c(cccc1)C(=O)N(C2=O)[C@@H](SP(OCC)(OCC)[S])CCl,-5.7,<rdkit.Chem.rdchem.Mol object at 0x1a18df9260>,"InChI=1S/C14H18ClNO4PS2/c1-3-19-21(22,20-4-2)23-12(9-15)16-13(17)10-7-5-6-8-11(10)14(16)18/h5-8,12,21H,3-4,9H2,1-2H3/t12-/m0/s1",8,394.0103393659999
test1025,"3,6-dichloro-2-methoxybenzoicacid(dicamba)",c1(OC)c(c(Cl)ccc1Cl)C(=O)O,-9.9,<rdkit.Chem.rdchem.Mol object at 0x1a18df92b0>,"InChI=1S/C8H6Cl2O3/c1-13-7-5(10)3-2-4(9)6(7)8(11)12/h2-3H,1H3,(H,11,12)",2,219.969399412
test1027,"N1,N1-diethyl-2,6-dinitro-4-trifluoromethyl-m-phenylenediamine(dinitramine)",c1(c(N)c(C(F)(F)F)cc(c1N(CC)CC)N(=O)=O)N(=O)=O,-5.7,<rdkit.Chem.rdchem.Mol object at 0x1a18df9300>,"InChI=1S/C11H13F3N4O4/c1-3-16(4-2)9-7(17(19)20)5-6(11(12,13)14)8(15)10(9)18(21)22/h5H,3-4,15H2,1-2H3",5,322.08888955599997
test1028,"(RS)-2-sec-butyl-4,6-dinitrophenol(dinoseb)",c1([C@H](C)CC)c(O)c(cc(c1)N(=O)=O)N(=O)=O,-6.2,<rdkit.Chem.rdchem.Mol object at 0x1a18df9350>,"InChI=1S/C10H12N2O5/c1-3-6(2)8-4-7(11(14)15)5-9(10(8)13)12(16)17/h4-6,13H,3H2,1-2H3/t6-/m1/s1",4,240.074621484
test1029,"6,7,8,9,10,10-hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepine-3-oxide(endosulfanalpha)",[C@@H]12[C@]3(Cl)C(=C(Cl)[C@](Cl)([C@@H]1CO[S@@](=O)OC2)C3(Cl)Cl)Cl,-4.2,<rdkit.Chem.rdchem.Mol object at 0x1a18df93a0>,"InChI=1S/C9H6Cl6O3S/c10-5-6(11)8(13)4-2-18-19(16)17-1-3(4)7(5,12)9(8,14)15/h3-4H,1-2H2/t3-,4+,7-,8+,19-",0,403.816881132
test1030,"(1R,4S,4aS,5S,6S,7R,8R,8aR)-1,2,3,4,10,10-hexachloro-1,4,4a,5,6,7,8,8a-octahydro-6,7-epoxy-1,4:5,8-dimethanonaphthalene(endrin)",ClC1(Cl)[C@]2(Cl)[C@@H]3[C@H]4[C@H]5[C@@H]([C@H](C4)[C@@H]3[C@@]1(Cl)C(=C2Cl)Cl)O5,-5.5,<rdkit.Chem.rdchem.Mol object at 0x1a18df93f0>,"InChI=1S/C12H8Cl6O/c13-8-9(14)11(16)5-3-1-2(6-7(3)19-6)4(5)10(8,15)12(11,17)18/h2-7H,1H2/t2-,3+,4+,5-,6-,7+,10-,11+",0,377.87063095599996
test1031,"O,O,O',O'-tetraethylS,S'-methylenebis(phosphorodithioate)(ethion)",C(SP(OCC)(OCC)[S])SP([S])(OCC)OCC,-6.1,<rdkit.Chem.rdchem.Mol object at 0x1a18df9440>,"InChI=1S/C9H24O4P2S4/c1-5-10-14(16,11-6-2)18-9-19-15(17,12-7-3)13-8-4/h14-15H,5-9H2,1-4H3",12,386.0032665079999
test1033,"1,4,5,6,7,8,8-heptachloro-3a,4,7,7a-tetrahydro-4,7-methanoindene(heptachlor)",Cl[C@@]12C(Cl)(Cl)[C@]([C@H]3[C@@H]1C=C[C@@H]3Cl)(Cl)C(=C2Cl)Cl,-2.6,<rdkit.Chem.rdchem.Mol object at 0x1a18df9490>,"InChI=1S/C10H5Cl7/c11-4-2-1-3-5(4)9(15)7(13)6(12)8(3,14)10(9,16)17/h1-5H/t3-,4-,5-,8-,9+/m0/s1",0,369.82109392
test1034,"3,5,5-trimethyl-2-cyclohexen-1-one(isophorone)",C1(C)(C)CC(=CC(=O)C1)C,-5.2,<rdkit.Chem.rdchem.Mol object at 0x1a18df94e0>,"InChI=1S/C9H14O/c1-7-4-8(10)6-9(2,3)5-7/h4H,5-6H2,1-3H3",0,138.104465068
test1036,2-(dimethoxyphosphinothioylthio)butanedioicaciddiethylester(malathion),P([S])(OC)(S[C@H](CC(=O)OCC)C(=O)OCC)OC,-8.2,<rdkit.Chem.rdchem.Mol object at 0x1a18df9530>,"InChI=1S/C10H20O6PS2/c1-5-15-9(11)7-8(10(12)16-6-2)19-17(18,13-3)14-4/h8,17H,5-7H2,1-4H3/t8-/m1/s1",9,331.04389198999996
test1037,N-methylcarbamicacid[1-(methylthio)ethylideneamino]ester(methomyl),N(C)C(=O)O/N=C(\C)/SC,-10.7,<rdkit.Chem.rdchem.Mol object at 0x1a18df9580>,"InChI=1S/C5H10N2O2S/c1-4(10-3)7-9-5(8)6-2/h1-3H3,(H,6,8)/b7-4+",1,162.04629856
test1040,"4-mesyl-2,6-dinitro-N,N-dipropylaniline(nitralin)",c1(N(CCC)CCC)c(cc(S(=O)(=O)C)cc1N(=O)=O)N(=O)=O,-8.0,<rdkit.Chem.rdchem.Mol object at 0x1a18ddcf80>,"InChI=1S/C13H19N3O6S/c1-4-6-14(7-5-2)13-11(15(17)18)8-10(23(3,21)22)9-12(13)16(19)20/h8-9H,4-7H2,1-3H3",8,345.099456328
test1041,nitroxyacetone,CC(=O)CON(=O)=O,-6.0,<rdkit.Chem.rdchem.Mol object at 0x1a18df95d0>,"InChI=1S/C3H5NO4/c1-3(5)2-8-4(6)7/h2H2,1H3",3,119.02185764000001
test1043,"O,O-diethyl-O-4-nitro-phenylthiophosphate(parathion)",P([S])(OCC)(Oc1ccc(cc1)N(=O)=O)OCC,-6.7,<rdkit.Chem.rdchem.Mol object at 0x1a18df9620>,"InChI=1S/C10H15NO5PS/c1-3-14-17(18,15-4-2)16-10-7-5-9(6-8-10)11(12)13/h5-8,17H,3-4H2,1-2H3",7,292.04085521
test1044,S-propylbutyl(ethyl)thiocarbamate(pebulate),C(=O)(SCCC)N(CC)CCCC,-3.6,<rdkit.Chem.rdchem.Mol object at 0x1a18df9670>,"InChI=1S/C10H21NOS/c1-4-7-8-11(6-3)10(12)13-9-5-2/h4-9H2,1-3H3",6,203.134385292
test1045,"O,O-diethylS-ethylthiomethylphosphorodithioate(phorate)",P([S])(OCC)(SCSCC)OCC,-4.4,<rdkit.Chem.rdchem.Mol object at 0x1a18df96c0>,"InChI=1S/C7H18O2PS3/c1-4-8-10(11,9-5-2)13-7-12-6-3/h10H,4-7H2,1-3H3",8,261.020654446
test1046,"N-cyclopropylmethyl-2,6-dinitro-N-propyl-4-trifluoromethylaniline(profluralin)",c1(N(CC2CC2)CCC)c(cc(C(F)(F)F)cc1N(=O)=O)N(=O)=O,-2.5,<rdkit.Chem.rdchem.Mol object at 0x1a18df9710>,"InChI=1S/C14H16F3N3O4/c1-2-5-18(8-9-3-4-9)13-11(19(21)22)6-10(14(15,16)17)7-12(13)20(23)24/h6-7,9H,2-5,8H2,1H3",7,347.1092906519999
test1048,"N-(3,4-dichlorophenyl)propanamide(propanil)",c1cc(Cl)c(Cl)cc1NC(=O)CC,-7.8,<rdkit.Chem.rdchem.Mol object at 0x1a18df9760>,"InChI=1S/C9H9Cl2NO/c1-2-9(13)12-6-3-4-7(10)8(11)5-6/h3-5H,2H2,1H3,(H,12,13)",2,217.006119268
test1049,5-amino-4-chloro-2-phenyl-3-(2H)-pyridazinone(pyrazon),c1nn(c2ccccc2)c(=O)c(Cl)c1N,-16.4,<rdkit.Chem.rdchem.Mol object at 0x1a18df97b0>,"InChI=1S/C10H8ClN3O/c11-9-8(12)6-13-14(10(9)15)7-4-2-1-3-5-7/h1-6H,12H2",1,221.035589556
test1051,"methyl2-(4,6-dimethylpyrimidin-2-ylcarbamoylsulfamoyl)benzoate(sulfometuron-methyl)",c1(S(=O)(=O)NC(=O)Nc2nc(C)cc(C)n2)ccccc1C(=O)OC,-20.3,<rdkit.Chem.rdchem.Mol object at 0x1a18df9800>,"InChI=1S/C15H16N4O5S/c1-9-8-10(2)17-14(16-9)18-15(21)19-25(22,23)12-7-5-4-6-11(12)13(20)24-3/h4-8H,1-3H3,(H2,16,17,18,19,21)",4,364.08414061199994
test1052,3-t-butyl-5-chloro-6-methyluracil(terbacil),c1(=O)[nH]c(C)c(Cl)c(=O)n1C(C)(C)C,-11.1,<rdkit.Chem.rdchem.Mol object at 0x1a18df9850>,"InChI=1S/C9H13ClN2O2/c1-5-6(10)7(13)12(8(14)11-5)9(2,3)4/h1-4H3,(H,11,14)",0,216.066555336
test1055,"dimethyl(RS)-2,2,2-trichloro-1-hydroxyethylphosphonate(trichlorfon)",P(=O)(OC)([C@H](C(Cl)(Cl)Cl)O)OC,-12.7,<rdkit.Chem.rdchem.Mol object at 0x1a18df98a0>,"InChI=1S/C4H8Cl3O4P/c1-10-12(9,11-2)3(8)4(5,6)7/h3,8H,1-2H3/t3-/m1/s1",3,255.922578406
test1056,"a,a,a-trifluoro-2,6-dinitro-N,N-dipropyl-p-toluidine(trifluralin)",c1(N(CCC)CCC)c(cc(C(F)(F)F)cc1N(=O)=O)N(=O)=O,-3.3,<rdkit.Chem.rdchem.Mol object at 0x1a18df98f0>,"InChI=1S/C13H16F3N3O4/c1-3-5-17(6-4-2)12-10(18(20)21)7-9(13(14,15)16)8-11(12)19(22)23/h7-8H,3-6H2,1-2H3",7,335.1092906519999
test1057,S-propyldipropyl(thiocarbamate)(vernolate),N(CCC)(CCC)C(=O)SCCC,-4.1,<rdkit.Chem.rdchem.Mol object at 0x1a18df9940>,"InChI=1S/C10H21NOS/c1-4-7-11(8-5-2)10(12)13-9-6-3/h4-9H2,1-3H3",6,203.134385292
test1058,4-amino-4'-nitroazobenzene,c1c(ccc(c1)[N][N]c1ccc(cc1)N)N(=O)=O,-11.2,<rdkit.Chem.rdchem.Mol object at 0x1a18df9990>,"InChI=1S/C12H10N4O2/c13-9-1-3-10(4-2-9)14-15-11-5-7-12(8-6-11)16(17)18/h1-8H,13H2",4,242.08037556
test1059,1-amino-4-anilinoanthraquinone,c12c(c(ccc1N)Nc1ccccc1)C(=O)c1c(C2=O)cccc1,-7.4,<rdkit.Chem.rdchem.Mol object at 0x1a18df99e0>,"InChI=1S/C20H14N2O2/c21-15-10-11-16(22-12-6-2-1-3-7-12)18-17(15)19(23)13-8-4-5-9-14(13)20(18)24/h1-11,22H,21H2",2,314.105527688
test1060,"1,4,5,8-tetraminoanthraquinone",c12c(c(ccc1N)N)C(=O)c1c(C2=O)c(ccc1N)N,-8.9,<rdkit.Chem.rdchem.Mol object at 0x1a18df9a30>,"InChI=1S/C14H12N4O2/c15-5-1-2-6(16)10-9(5)13(19)11-7(17)3-4-8(18)12(11)14(10)20/h1-4H,15-18H2",0,268.096025624
test1061,1-amino-anthraquinone,c12c(cccc1N)C(=O)c1c(C2=O)cccc1,-8.0,<rdkit.Chem.rdchem.Mol object at 0x1a18df9a80>,"InChI=1S/C14H9NO2/c15-11-7-3-6-10-12(11)14(17)9-5-2-1-4-8(9)13(10)16/h1-7H,15H2",0,223.063328528
test2006,6-chlorouracil,c1c([nH]c(=O)[nH]c1=O)Cl,-15.83,<rdkit.Chem.rdchem.Mol object at 0x1a18df9ad0>,"InChI=1S/C4H3ClN2O2/c5-2-1-3(8)7-4(9)6-2/h1H,(H2,6,7,8,9)",0,145.988305016
test2029,trimethylorthotrifluoroacetate,COC(C(F)(F)F)(OC)OC,-0.8,<rdkit.Chem.rdchem.Mol object at 0x1a18df9b20>,"InChI=1S/C5H9F3O3/c1-9-5(10-2,11-3)4(6,7)8/h1-3H3",3,174.050378808
